iter	F1:class=0_TP	F1:class=0_TP+FP	F1:class=0_TP+FN	F1:class=1_TP	F1:class=1_TP+FP	F1:class=1_TP+FN	F1:class=2_TP	F1:class=2_TP+FP	F1:class=2_TP+FN	F1:class=3_TP	F1:class=3_TP+FP	F1:class=3_TP+FN	F1:class=4_TP	F1:class=4_TP+FP	F1:class=4_TP+FN	F1:class=5_TP	F1:class=5_TP+FP	F1:class=5_TP+FN	F1:class=6_TP	F1:class=6_TP+FP	F1:class=6_TP+FN	F1:class=7_TP	F1:class=7_TP+FP	F1:class=7_TP+FN	F1:class=8_TP	F1:class=8_TP+FP	F1:class=8_TP+FN	F1:class=9_TP	F1:class=9_TP+FP	F1:class=9_TP+FN
158	157	1757	2601	169	381	1901	630	2189	2858	1125	1689	1373	574	1822	2120	1857	4512	2563	30	890	1145	92	311	1239	776	3075	2428	47	3767	2165
159	159	1764	2601	170	383	1901	630	2171	2858	1124	1688	1373	574	1823	2120	1873	4527	2563	30	894	1145	92	309	1239	769	3066	2428	47	3768	2165
160	157	1759	2601	170	385	1901	633	2163	2858	1124	1686	1373	574	1820	2120	1871	4523	2563	30	899	1145	92	308	1239	769	3075	2428	49	3775	2165
161	151	1753	2601	164	377	1901	604	2081	2858	1123	1682	1373	533	1729	2120	1878	4438	2563	29	912	1145	95	310	1239	758	3062	2428	56	4049	2165
162	152	1783	2601	166	380	1901	591	2032	2858	1123	1684	1373	516	1695	2120	1871	4427	2563	26	925	1145	94	311	1239	743	3063	2428	56	4093	2165
163	150	1784	2601	167	376	1901	584	2003	2858	1123	1681	1373	510	1681	2120	1885	4430	2563	26	924	1145	94	311	1239	746	3065	2428	59	4138	2165
164	150	1780	2601	167	375	1901	580	1994	2858	1125	1682	1373	509	1679	2120	1894	4454	2563	26	923	1145	94	314	1239	747	3065	2428	59	4127	2165
165	147	1778	2601	162	367	1901	559	1942	2858	1124	1681	1373	484	1612	2120	1901	4422	2563	24	924	1145	95	312	1239	743	3068	2428	66	4287	2165
166	146	1792	2601	162	367	1901	560	1923	2858	1124	1681	1373	484	1614	2120	1909	4419	2563	24	925	1145	97	313	1239	742	3066	2428	68	4293	2165
167	145	1782	2601	158	362	1901	547	1896	2858	1122	1675	1373	465	1576	2120	1902	4377	2563	26	936	1145	97	315	1239	737	3069	2428	68	4405	2165
168	149	1796	2601	155	358	1901	542	1871	2858	1123	1679	1373	463	1570	2120	1899	4371	2563	27	940	1145	97	313	1239	732	3063	2428	68	4432	2165
169	153	1828	2601	153	357	1901	535	1842	2858	1122	1676	1373	423	1493	2120	1887	4307	2563	19	982	1145	97	318	1239	680	3016	2428	66	4574	2165
170	152	1848	2601	154	359	1901	530	1813	2858	1122	1674	1373	394	1461	2120	1879	4278	2563	17	1018	1145	96	320	1239	647	2989	2428	65	4633	2165
171	152	1849	2601	159	366	1901	516	1783	2858	1120	1670	1373	395	1458	2120	1882	4279	2563	17	1021	1145	96	318	1239	644	2990	2428	67	4659	2165
172	151	1864	2601	163	371	1901	520	1769	2858	1121	1670	1373	395	1454	2120	1889	4299	2563	18	1028	1145	98	322	1239	640	2986	2428	62	4630	2165
173	154	1879	2601	158	364	1901	510	1746	2858	1119	1666	1373	361	1408	2120	1894	4230	2563	20	1060	1145	98	323	1239	611	2949	2428	58	4768	2165
174	157	1917	2601	159	363	1901	503	1727	2858	1119	1666	1373	344	1375	2120	1867	4157	2563	29	1112	1145	97	331	1239	565	2899	2428	56	4846	2165
175	157	1912	2601	155	357	1901	493	1708	2858	1119	1665	1373	299	1304	2120	1861	4098	2563	28	1110	1145	97	334	1239	566	2900	2428	56	5005	2165
176	159	1905	2601	153	353	1901	489	1698	2858	1118	1661	1373	292	1290	2120	1852	4065	2563	31	1126	1145	98	337	1239	557	2889	2428	56	5069	2165
177	159	1913	2601	150	345	1901	472	1664	2858	1116	1656	1373	266	1239	2120	1846	4003	2563	34	1154	1145	100	340	1239	538	2876	2428	55	5203	2165
178	163	1919	2601	149	345	1901	471	1649	2858	1118	1659	1373	259	1221	2120	1845	3972	2563	35	1156	1145	100	335	1239	538	2877	2428	56	5260	2165
179	161	1903	2601	149	349	1901	471	1660	2858	1118	1658	1373	256	1221	2120	1844	3976	2563	34	1157	1145	99	335	1239	536	2871	2428	56	5263	2165
180	158	1902	2601	152	357	1901	474	1661	2858	1117	1656	1373	258	1224	2120	1845	3970	2563	34	1158	1145	99	334	1239	535	2871	2428	56	5260	2165
181	158	1897	2601	150	356	1901	475	1662	2858	1117	1659	1373	261	1231	2120	1841	3955	2563	34	1158	1145	101	343	1239	538	2873	2428	56	5259	2165
182	157	1886	2601	149	357	1901	462	1649	2858	1116	1657	1373	245	1205	2120	1838	3919	2563	35	1165	1145	101	344	1239	533	2861	2428	56	5350	2165
183	157	1903	2601	144	344	1901	451	1623	2858	1116	1653	1373	235	1182	2120	1829	3878	2563	35	1196	1145	101	348	1239	508	2830	2428	56	5436	2165
184	157	1907	2601	150	351	1901	455	1612	2858	1116	1650	1373	237	1180	2120	1841	3901	2563	37	1198	1145	101	350	1239	509	2824	2428	57	5420	2165
185	162	1930	2601	149	349	1901	455	1607	2858	1115	1648	1373	239	1176	2120	1837	3890	2563	42	1221	1145	101	351	1239	492	2800	2428	56	5421	2165
186	162	1931	2601	148	345	1901	443	1591	2858	1115	1647	1373	221	1149	2120	1840	3858	2563	42	1220	1145	102	352	1239	493	2792	2428	58	5508	2165
187	161	1919	2601	147	344	1901	447	1603	2858	1115	1647	1373	226	1161	2120	1832	3847	2563	42	1222	1145	102	353	1239	492	2791	2428	58	5506	2165
188	161	1925	2601	149	348	1901	442	1586	2858	1116	1646	1373	228	1162	2120	1839	3848	2563	42	1220	1145	102	351	1239	494	2796	2428	60	5511	2165
189	161	1957	2601	150	347	1901	442	1575	2858	1115	1646	1373	228	1152	2120	1841	3853	2563	42	1244	1145	102	350	1239	471	2766	2428	58	5503	2165
190	160	1969	2601	149	346	1901	442	1556	2858	1116	1647	1373	227	1146	2120	1850	3867	2563	42	1248	1145	103	351	1239	468	2766	2428	58	5497	2165
191	162	1985	2601	149	347	1901	442	1551	2858	1116	1648	1373	228	1141	2120	1851	3859	2563	42	1247	1145	102	350	1239	468	2770	2428	58	5495	2165
192	159	1967	2601	151	352	1901	442	1562	2858	1116	1646	1373	227	1146	2120	1848	3861	2563	42	1247	1145	104	352	1239	469	2774	2428	58	5486	2165
193	159	1988	2601	151	353	1901	443	1551	2858	1116	1646	1373	226	1142	2120	1849	3851	2563	42	1266	1145	101	348	1239	459	2760	2428	58	5488	2165
194	160	1988	2601	151	356	1901	444	1554	2858	1115	1643	1373	228	1146	2120	1845	3843	2563	42	1264	1145	102	351	1239	459	2759	2428	58	5489	2165
195	159	1990	2601	153	359	1901	442	1544	2858	1116	1644	1373	228	1148	2120	1845	3839	2563	42	1264	1145	102	350	1239	460	2766	2428	58	5489	2165
196	158	1983	2601	152	361	1901	444	1554	2858	1115	1640	1373	226	1148	2120	1842	3832	2563	42	1262	1145	101	353	1239	461	2769	2428	57	5491	2165
197	159	1984	2601	149	357	1901	442	1552	2858	1115	1639	1373	218	1136	2120	1841	3804	2563	42	1264	1145	101	354	1239	461	2761	2428	60	5542	2165
198	160	1986	2601	150	358	1901	441	1547	2858	1115	1638	1373	219	1139	2120	1842	3809	2563	42	1262	1145	101	358	1239	462	2764	2428	60	5532	2165
199	161	1998	2601	147	356	1901	441	1538	2858	1115	1640	1373	221	1143	2120	1849	3818	2563	43	1270	1145	101	357	1239	455	2753	2428	59	5520	2165
