iter	MultiClass
489	0.6188522137
490	0.6182246125
491	0.6175188752
492	0.6168270494
493	0.6160666301
494	0.6149928029
495	0.614012843
496	0.6131143026
497	0.6121188491
498	0.6111844286
499	0.610220114
500	0.609283002
501	0.6078899908
502	0.6072718622
503	0.6060928603
504	0.6053545236
505	0.6043830317
506	0.6034475174
507	0.6027058467
508	0.6020524964
509	0.6011940584
510	0.6004498635
511	0.5996363657
512	0.5988144746
513	0.5981649662
514	0.5973661195
515	0.5964615322
516	0.595931943
517	0.5950875611
518	0.5940439601
519	0.5932814691
520	0.5923569931
521	0.5915997212
522	0.5906911956
523	0.590136549
524	0.589322582
525	0.5883217002
526	0.5872582573
527	0.5865293375
528	0.5858199862
529	0.5850569276
530	0.5841440564
531	0.5831801037
532	0.5826880848
533	0.5817700928
534	0.5806896914
535	0.5796865602
536	0.5790567092
537	0.5779326303
538	0.5770035531
539	0.5763315387
540	0.5755647552
541	0.5746942931
542	0.5741003008
543	0.5732971011
544	0.5726407015
545	0.5717443674
546	0.5708332029
547	0.570170655
548	0.5694552033
549	0.568845416
550	0.5679500039
551	0.5673194822
552	0.5664844051
553	0.5657170775
554	0.5648719413
555	0.5643655449
556	0.5637595427
557	0.5632597213
558	0.562489283
559	0.5617304775
560	0.5611075068
561	0.5603807889
562	0.5597875285
563	0.5588250078
564	0.5578864172
565	0.5571800953
566	0.5565209971
567	0.5558074193
568	0.5547515947
569	0.554170581
570	0.5531834612
571	0.5523725214
572	0.5517939851
573	0.5511473946
574	0.5503181069
575	0.5495546225
576	0.5488195466
577	0.5481644645
578	0.5473724867
579	0.5467855146
580	0.5460270624
581	0.5454228112
582	0.544688801
583	0.5440781554
584	0.5436541997
585	0.5430467761
586	0.5423536128
587	0.5417402158
588	0.5410868581
589	0.5403914727
590	0.5396357526
591	0.5389087942
592	0.5379665365
593	0.5370991727
594	0.536170882
595	0.5353157851
596	0.5347212496
597	0.5337651304
598	0.5330417187
599	0.5324660945
600	0.5318764339
601	0.5311895777
602	0.5304226906
603	0.5299967944
604	0.5293431609
605	0.5288337842
606	0.5278920507
607	0.5272977805
608	0.5264158715
609	0.5257494039
610	0.5250612868
611	0.5244952005
612	0.5237134294
613	0.5230774332
614	0.5223951246
615	0.5215450633
616	0.5209237205
617	0.520182033
618	0.5196364589
619	0.5189455299
620	0.5183674964
621	0.5177044471
622	0.5171832794
623	0.5166497368
624	0.5154749149
625	0.5149912377
626	0.5143172321
627	0.5135204243
628	0.5127758597
629	0.512140882
630	0.5117639271
631	0.5106130306
632	0.5099977381
633	0.5093592231
634	0.5088551392
635	0.5078379326
636	0.5071222299
637	0.506353827
638	0.5058232633
639	0.5052036674
640	0.5046388348
641	0.5039845177
642	0.5032255082
643	0.5024903091
644	0.5018667248
645	0.5011025481
646	0.5000921278
647	0.4993676506
648	0.4987143919
649	0.4982500254
650	0.4977235321
651	0.4971215037
652	0.4964974851
653	0.4958846505
654	0.4950736892
655	0.4944894208
656	0.4940005101
657	0.4936797368
658	0.4930397918
659	0.492272296
660	0.4915916853
661	0.4911269495
662	0.4906227938
663	0.489873435
664	0.4894109173
665	0.4886994482
666	0.4879388057
667	0.4873757975
668	0.4866995455
669	0.4858985669
670	0.4852538113
671	0.4846695907
672	0.4844145219
673	0.4838965024
674	0.4833010783
675	0.4828537043
676	0.4823754366
677	0.4817452656
678	0.4811603444
679	0.4808218175
680	0.4802328849
681	0.479775561
682	0.4792868804
683	0.478928299
684	0.4784508218
685	0.4779979736
686	0.4775945498
687	0.4770394844
688	0.4763863163
689	0.4759398032
690	0.4753330615
691	0.4748280933
692	0.4740128692
693	0.4734346919
694	0.4726624565
695	0.4718149267
696	0.4712916008
697	0.470715751
698	0.470056443
699	0.4692823566
700	0.4688639072
701	0.4682566864
702	0.4676317986
703	0.4669422646
704	0.4664789782
705	0.4658876469
706	0.4653658696
707	0.4649113576
708	0.4643396915
709	0.463806762
710	0.4632815968
711	0.4629195748
712	0.4621960023
713	0.4617951227
714	0.461300691
715	0.4607637379
716	0.4601513987
717	0.4595568177
718	0.458990934
719	0.4583673919
720	0.4577142367
721	0.4570955112
722	0.4566308904
723	0.456117629
724	0.4556388386
725	0.4549944043
726	0.4544157281
727	0.4538583651
728	0.4532682498
729	0.4526547787
730	0.4521759457
731	0.451622216
732	0.4511546646
733	0.450709361
734	0.4501115273
735	0.4497725508
736	0.4493945571
737	0.4487825642
738	0.4482622122
739	0.4478874891
740	0.4472346135
741	0.4465989596
742	0.4461802442
743	0.4457859242
744	0.445237254
745	0.4446301113
746	0.4441125809
747	0.4436604856
748	0.4431225177
749	0.4425365489
750	0.4421747193
751	0.4415947331
752	0.441076975
753	0.4404535444
754	0.439965706
755	0.4393181403
756	0.4386269828
757	0.4379437155
758	0.4374114625
759	0.4371328787
760	0.4366783098
761	0.4360802126
762	0.4355461168
763	0.4350466205
764	0.4345432701
765	0.4339985319
766	0.4334604279
767	0.4330269828
768	0.4323629241
769	0.4320010948
770	0.4315286524
771	0.4309664409
772	0.4302434988
773	0.4295253881
774	0.4290293849
775	0.4286701304
776	0.4279453213
777	0.427512847
778	0.4269426443
779	0.4263273008
780	0.4258719597
781	0.4253838816
782	0.4249572965
783	0.4245488072
784	0.4242189367
785	0.4237278096
786	0.423368787
787	0.4228245431
788	0.4224292622
789	0.4218004143
790	0.421582982
791	0.4211511297
792	0.4207151575
793	0.4201994558
794	0.4196929309
795	0.4192972839
796	0.4187585905
797	0.4183311458
798	0.4179229128
799	0.4174319774
800	0.4170668121
801	0.4163609747
802	0.415957374
803	0.4155225128
804	0.4150836128
805	0.4146634819
806	0.414000675
807	0.4134163725
808	0.4128849031
809	0.4123152817
810	0.4120273876
811	0.4114125679
812	0.4111566098
813	0.4107244053
814	0.4101235284
815	0.4096778718
816	0.4093200512
817	0.4089096592
818	0.4085553043
819	0.4081153531
820	0.4076493688
821	0.4072126733
822	0.4069866022
823	0.4064424022
824	0.4059263911
825	0.4056404984
826	0.4051838794
827	0.4048032744
828	0.4043367806
829	0.4039125081
830	0.4032883232
831	0.4029673594
832	0.4024181679
833	0.4020317516
834	0.4014892038
835	0.4010447576
836	0.4005487206
837	0.4000347102
838	0.3997181588
839	0.3993404024
840	0.398874931
841	0.3983762504
842	0.3979158734
843	0.3973602476
844	0.3967560325
845	0.3962868455
846	0.3957392024
847	0.3953632015
848	0.3948760449
849	0.3945061535
850	0.3941716571
851	0.3938320667
852	0.3934567096
853	0.3931337909
854	0.3927927264
855	0.3923948863
856	0.3918929995
857	0.391310194
858	0.3907361644
859	0.3904150931
860	0.3898013374
861	0.3895358432
862	0.3891875387
863	0.3886697565
864	0.3884166247
865	0.3879789692
866	0.3876601886
867	0.3871657004
868	0.3868274153
869	0.386362287
870	0.3858792074
871	0.3854356085
872	0.3850616528
873	0.3846717589
874	0.3844009673
875	0.3840669013
876	0.3836769457
877	0.3832723317
878	0.3828320338
879	0.3823087219
880	0.3820080584
881	0.3816225655
882	0.3812353033
883	0.3806070018
884	0.3800913357
885	0.3797702676
886	0.3794707511
887	0.3791061045
888	0.3786735632
889	0.3782854303
890	0.377972155
891	0.3776213712
892	0.3773301248
893	0.3769304871
894	0.3766147034
895	0.3764333309
896	0.3759249707
897	0.3755677502
898	0.3752991463
899	0.3748580672
900	0.374466389
901	0.373983049
902	0.3736233384
903	0.3730107348
904	0.372664713
905	0.3722781996
906	0.3719367193
907	0.3716128656
908	0.3709877156
909	0.370553603
910	0.3702506139
911	0.3697827536
912	0.3694020567
913	0.369061589
914	0.3686378345
915	0.3682946955
916	0.3678553852
917	0.367434956
918	0.3671822822
919	0.3667894251
920	0.3663649179
921	0.3658905752
922	0.3653745283
923	0.3650803911
924	0.364616005
925	0.3641438686
926	0.3638906418
927	0.3636142429
928	0.3632433918
929	0.3626770803
930	0.3624147615
931	0.3618948126
932	0.3615291409
933	0.3612736631
934	0.3608833773
935	0.3605938785
936	0.3601048853
937	0.3597680468
938	0.359376291
939	0.358796537
940	0.3584823238
941	0.3580611601
942	0.3577124376
943	0.3574341618
944	0.3570607253
945	0.356835468
946	0.3565252387
947	0.3560881847
948	0.3557362981
949	0.3554992015
950	0.3550889938
951	0.354820136
952	0.3544935068
953	0.354174839
954	0.3539499087
955	0.3535251832
956	0.3532466063
957	0.3530002677
958	0.3526651946
959	0.3524470526
960	0.3521494129
961	0.3518857401
962	0.3512854515
963	0.3510098087
964	0.350746552
965	0.3503589632
966	0.3499936608
967	0.3496242353
968	0.349341939
969	0.3489887321
970	0.3486926672
971	0.3483760458
972	0.3481109302
973	0.3476646414
974	0.3473702159
975	0.3471105697
976	0.3466588004
977	0.346325415
978	0.3460190298
979	0.3457513029
980	0.3454848427
981	0.3450815302
982	0.3448718497
983	0.3444241102
984	0.3441774046
985	0.3437483883
986	0.3435005189
987	0.3431038535
988	0.3427086596
989	0.3424766401
990	0.3423322385
991	0.3419600585
992	0.3416212864
993	0.341319599
994	0.3410181086
995	0.340762918
996	0.3403402862
997	0.3400499626
998	0.3396179442
999	0.3392996969
1000	0.3388407812
1001	0.3385656428
1002	0.3383308447
1003	0.3381199322
1004	0.337788786
1005	0.3376056534
1006	0.3373072773
1007	0.3370236361
1008	0.336773545
1009	0.3364676594
1010	0.3361297952
1011	0.335945726
1012	0.3355839568
1013	0.3353762597
1014	0.335031919
1015	0.3347636734
1016	0.3345761688
1017	0.3343280139
1018	0.3340833105
1019	0.3337460654
1020	0.3334211435
1021	0.333163277
1022	0.3327536302
1023	0.3325095342
1024	0.3321749748
1025	0.3317706799
1026	0.3315730563
1027	0.331311033
1028	0.3310491731
1029	0.3307990606
1030	0.3305012668
1031	0.330324384
1032	0.3298855081
1033	0.3295600548
1034	0.3292897665
1035	0.3290898901
1036	0.3288642275
1037	0.3286028021
1038	0.3283543234
1039	0.3279496855
1040	0.3276575066
1041	0.3273807952
1042	0.3270810766
1043	0.3267979259
1044	0.3265710981
1045	0.3264114873
1046	0.3260826332
1047	0.325926166
1048	0.3256723136
1049	0.3252543034
1050	0.3250880415
1051	0.324761602
1052	0.3243502674
1053	0.3240356258
1054	0.3238693969
1055	0.3235484254
1056	0.3232258249
1057	0.3228928643
1058	0.3225531509
1059	0.3223154312
1060	0.3219997212
1061	0.321868099
1062	0.3214576206
1063	0.3211562275
1064	0.3208482368
1065	0.3205427416
1066	0.3203265679
1067	0.320063098
1068	0.3196576647
1069	0.3194297454
1070	0.3190915619
1071	0.3188204107
1072	0.3185406763
1073	0.318318402
1074	0.3179227087
1075	0.3177032646
1076	0.3174577141
1077	0.3172428994
1078	0.3169592929
1079	0.3166878257
1080	0.3163245786
1081	0.3161062616
1082	0.3159009433
1083	0.3156011896
1084	0.3152203286
1085	0.3150309016
1086	0.3147316288
1087	0.3145178303
1088	0.3142566537
1089	0.3140093653
1090	0.3136526289
1091	0.3133961391
1092	0.3131400269
1093	0.3129034157
1094	0.3125746792
1095	0.3122802562
1096	0.3120244092
1097	0.3117331339
1098	0.3114373178
1099	0.3111943962
1100	0.3110872843
1101	0.31069862
1102	0.310401539
1103	0.3101452734
1104	0.309806784
1105	0.3096191747
1106	0.3093181318
1107	0.3090767074
1108	0.3087757327
1109	0.3083423571
1110	0.3081248019
1111	0.3079072548
1112	0.3076599529
1113	0.3073254271
1114	0.307116991
1115	0.3069530864
1116	0.3067875752
1117	0.3065602337
1118	0.3063229512
1119	0.3061394396
1120	0.3058988725
1121	0.3056602816
1122	0.3053412359
1123	0.3051408644
1124	0.3048877892
1125	0.3046858494
1126	0.3044924989
1127	0.3043442393
1128	0.3041149472
1129	0.3038648227
1130	0.3036467857
1131	0.3034445368
1132	0.3032370564
1133	0.3029659272
1134	0.3027855337
1135	0.3026608291
1136	0.3023540741
1137	0.3021442794
1138	0.301869485
1139	0.3017331704
1140	0.3015331813
1141	0.3011936494
1142	0.3009873473
1143	0.3006730244
1144	0.3005193073
1145	0.3003859504
1146	0.3001262248
1147	0.2997861199
1148	0.2995588258
1149	0.2993343132
1150	0.2989629663
1151	0.2987163826
1152	0.2984890939
1153	0.2983044827
1154	0.2979664629
1155	0.2976561
1156	0.2974009459
1157	0.2971430511
1158	0.2970000339
1159	0.2966379388
1160	0.2963505138
1161	0.2960347197
1162	0.2958807832
1163	0.2955815901
1164	0.2952288641
1165	0.2950564059
1166	0.294842851
1167	0.294596476
1168	0.294261511
1169	0.294129468
1170	0.2938839873
1171	0.2936929861
1172	0.2934764774
1173	0.2931402951
1174	0.2928868784
1175	0.2926959223
1176	0.2924791645
1177	0.2923601015
1178	0.2920940416
1179	0.2919071656
1180	0.291696549
1181	0.2915095737
1182	0.2912441745
1183	0.2910147212
1184	0.2907150606
1185	0.2905321757
1186	0.2903043814
1187	0.2899678236
1188	0.2897439049
1189	0.2894480803
1190	0.2891342484
1191	0.2890026245
1192	0.2888044734
1193	0.2885239229
1194	0.2883883846
1195	0.2880166596
1196	0.2876746004
1197	0.2874594801
1198	0.2871735981
1199	0.2869197189
1200	0.2865365449
1201	0.2863556598
1202	0.2860725157
1203	0.2858128359
1204	0.2856814905
1205	0.2854630264
1206	0.2851715547
1207	0.2848157969
1208	0.2845477638
1209	0.2842916666
1210	0.284170931
1211	0.2840208717
1212	0.2838279932
1213	0.2834584432
1214	0.2831427083
1215	0.2829747106
1216	0.2827967313
1217	0.282585871
1218	0.2823568016
1219	0.2821305935
1220	0.2819826147
1221	0.2817588328
1222	0.2815389277
1223	0.2814033217
1224	0.2811175143
1225	0.2809277608
1226	0.2806893988
1227	0.2805308261
1228	0.2803720686
1229	0.2801924258
1230	0.279921639
1231	0.2797767192
1232	0.2795758024
1233	0.2794248594
1234	0.279266636
1235	0.2790875023
1236	0.278943274
1237	0.2787694844
1238	0.278602659
1239	0.2783836435
1240	0.2781909925
1241	0.2780526999
1242	0.2778523948
1243	0.2776283145
1244	0.2774590622
1245	0.2772580355
1246	0.27702346
1247	0.2768647022
1248	0.2766018638
1249	0.2763501229
1250	0.2761059969
1251	0.2759028546
1252	0.275736458
1253	0.2755104579
1254	0.2753578499
1255	0.2751557621
1256	0.2748902372
1257	0.2745151717
1258	0.2743502142
1259	0.2742450838
1260	0.2739943186
1261	0.2737982383
1262	0.2735662264
1263	0.2733691481
1264	0.273175799
1265	0.2730384908
1266	0.272740937
1267	0.2725607049
1268	0.2723027175
1269	0.2721219824
1270	0.2719736973
1271	0.2717929928
1272	0.2716059034
1273	0.2714334717
1274	0.2712702011
1275	0.2710555054
1276	0.2708657589
1277	0.2707257802
1278	0.2705922513
1279	0.2703809558
1280	0.2701751697
1281	0.2698766949
1282	0.2696855974
1283	0.2694605411
1284	0.2691754912
1285	0.2689527146
1286	0.2687295339
1287	0.2685110258
1288	0.2682934776
1289	0.268130828
1290	0.2679847393
1291	0.267854187
1292	0.2676489353
1293	0.2674268024
1294	0.2672420505
1295	0.2670227624
1296	0.266889998
1297	0.2667878979
1298	0.2666481839
1299	0.2665227083
1300	0.2664066906
1301	0.2661442907
1302	0.2660358568
1303	0.2658557253
1304	0.265749325
1305	0.2655762733
1306	0.2654392208
1307	0.2651483368
1308	0.264947331
1309	0.2647970621
1310	0.2645777736
1311	0.2643790475
1312	0.2640510375
1313	0.2639132145
1314	0.2637761354
1315	0.2636249102
1316	0.2634800007
1317	0.2633432151
1318	0.2632417582
1319	0.2629685509
1320	0.2627768439
1321	0.2625567242
1322	0.262442146
1323	0.2622938393
1324	0.2621238941
1325	0.2619704533
1326	0.2617363772
1327	0.2615891698
1328	0.2614124734
1329	0.2612791787
1330	0.2610411809
1331	0.2609283957
1332	0.2607325333
1333	0.2605165052
1334	0.260295949
1335	0.2600857099
1336	0.2599073533
1337	0.2596368812
1338	0.2594424129
1339	0.2592692381
1340	0.2590584306
1341	0.2588142633
1342	0.2586257448
1343	0.2584645296
1344	0.2582628515
1345	0.258111458
1346	0.2578657464
1347	0.2576202888
1348	0.2575121559
1349	0.25726073
1350	0.2570741728
1351	0.2569400377
1352	0.2567664721
1353	0.2565007576
1354	0.2563250906
1355	0.2561949637
1356	0.2560621929
1357	0.255921396
1358	0.2558045829
1359	0.2555956893
1360	0.2554199373
1361	0.2553357754
1362	0.2551556885
1363	0.2549817135
1364	0.2548037589
1365	0.2546843694
1366	0.2545524353
1367	0.2543303609
1368	0.2540756532
1369	0.2538198529
1370	0.2536894587
1371	0.2535676805
1372	0.2534954002
1373	0.2533312102
1374	0.2530848291
1375	0.2528343748
1376	0.2526002306
1377	0.2523507319
1378	0.2520919297
1379	0.2519389058
1380	0.2516843859
1381	0.2515380039
1382	0.2513385811
1383	0.2510627125
1384	0.2508534233
1385	0.2506952965
1386	0.2505583993
1387	0.2504103798
1388	0.250277048
1389	0.2501209499
1390	0.2499785608
1391	0.2497850114
1392	0.2496176988
1393	0.2494339159
1394	0.2492487142
1395	0.2491153741
1396	0.248947551
1397	0.2487514433
1398	0.2486031017
1399	0.2484935534
1400	0.2482113723
1401	0.2480871934
1402	0.2478643904
1403	0.2477640679
1404	0.2476431496
1405	0.2475032358
1406	0.2474129037
1407	0.2473307609
1408	0.2472097436
1409	0.2471149908
1410	0.247012217
1411	0.2467214719
1412	0.2465878794
1413	0.2464880056
1414	0.2462602371
1415	0.2461326287
1416	0.2460035495
1417	0.245768623
1418	0.245668646
1419	0.2454920911
1420	0.2453413736
1421	0.2451473073
1422	0.2449635529
1423	0.2448707874
1424	0.2446896966
1425	0.2444851294
1426	0.2443332205
1427	0.244181922
1428	0.2440473641
1429	0.2438356234
1430	0.2436369654
1431	0.2435101505
1432	0.2433907513
1433	0.2433078427
1434	0.2432018684
1435	0.2431011192
1436	0.2429655105
1437	0.2428910112
1438	0.2428075201
1439	0.2426644656
1440	0.2425296987
1441	0.2424314815
1442	0.2422409401
1443	0.2420152114
1444	0.2418640282
1445	0.2416541507
1446	0.2415217582
1447	0.241469965
1448	0.2412441046
1449	0.2409959594
1450	0.2408795755
1451	0.2407497983
1452	0.2406280756
1453	0.2405399305
1454	0.2403882022
1455	0.2402615238
1456	0.2401695652
1457	0.2400214749
1458	0.2399220571
1459	0.2397250291
1460	0.239589743
1461	0.2394631412
1462	0.2392800239
1463	0.2390943606
1464	0.2388982928
1465	0.2387697857
1466	0.2386367069
1467	0.2384856477
1468	0.2383452272
1469	0.2381887933
1470	0.2380750164
1471	0.2379761035
1472	0.2378079863
1473	0.2376467957
1474	0.2374868001
1475	0.2374052617
1476	0.2372679968
1477	0.2371280271
1478	0.2368990116
1479	0.236729271
1480	0.2365551342
1481	0.2364832509
1482	0.2364197278
1483	0.2362584823
1484	0.2360827286
1485	0.2358814594
1486	0.2357539243
1487	0.2356394565
1488	0.2354363715
1489	0.2353346958
1490	0.2351856837
1491	0.235116664
1492	0.2350158826
1493	0.2348613844
1494	0.2347131736
1495	0.2345409209
1496	0.234408473
1497	0.2342185818
1498	0.2340150786
1499	0.2339342363
1500	0.2338053347
1501	0.2337477272
1502	0.2335736544
1503	0.2334442212
1504	0.2333402616
1505	0.2332758946
1506	0.2330961059
1507	0.2328774047
1508	0.2327221455
1509	0.2325841375
1510	0.2324291375
1511	0.2321299842
1512	0.2319693013
1513	0.2317841924
1514	0.2315906562
1515	0.2314765752
1516	0.2314017479
1517	0.2312557069
1518	0.2311465661
1519	0.2309522419
1520	0.2308272505
1521	0.2307317606
1522	0.2305630927
1523	0.230450955
1524	0.2303178385
1525	0.2301729082
1526	0.2300799513
1527	0.2299030717
1528	0.2297599797
1529	0.2296267358
1530	0.2294901874
1531	0.2293302137
1532	0.229257392
