iter	MultiClass
1533	0.2291193749
1534	0.2289358352
1535	0.2287615305
1536	0.2286700553
1537	0.2286189812
1538	0.2285139515
1539	0.2283771163
1540	0.2281235771
1541	0.2279656457
1542	0.2278461565
1543	0.2277591326
1544	0.2276241877
1545	0.2275188392
1546	0.2273816302
1547	0.2272706296
1548	0.2271930829
1549	0.2270490373
1550	0.2269161926
1551	0.2268253514
1552	0.2266968267
1553	0.2265890112
1554	0.2263955118
1555	0.2262490708
1556	0.2260837678
1557	0.2259521172
1558	0.2257968165
1559	0.2256853868
1560	0.2256154704
1561	0.2255254806
1562	0.2253998726
1563	0.2253096102
1564	0.2251708055
1565	0.2250603808
1566	0.2249101824
1567	0.224778793
1568	0.2246986754
1569	0.2245687861
1570	0.224435929
1571	0.2242601443
1572	0.2240814813
1573	0.2238687537
1574	0.2237597729
1575	0.2236808133
1576	0.2235171113
1577	0.2234225572
1578	0.2233208826
1579	0.2231770544
1580	0.223062006
1581	0.2229029101
1582	0.2227653964
1583	0.2226640806
1584	0.2225772843
1585	0.2224257914
1586	0.2223032094
1587	0.2221929385
1588	0.222002909
1589	0.2219212365
1590	0.2218114039
1591	0.2217023543
1592	0.2214957766
1593	0.2213463719
1594	0.2212077575
1595	0.2210813876
1596	0.2210125533
1597	0.2209084537
1598	0.2208639917
1599	0.2207252665
1600	0.2206006917
1601	0.2205441202
1602	0.2204502661
1603	0.2203176893
1604	0.2202450957
1605	0.2200611524
1606	0.2198987195
1607	0.2197719205
1608	0.2196892959
1609	0.2196199072
1610	0.2195544688
1611	0.2194367068
1612	0.2193302432
1613	0.2191667318
1614	0.2190927725
1615	0.218971016
1616	0.2188591393
1617	0.2187992143
1618	0.2187051825
1619	0.2185986636
1620	0.218460355
1621	0.2183873066
1622	0.2183071934
1623	0.2180996659
1624	0.2180421135
1625	0.2179857604
1626	0.2178788965
1627	0.2177412509
1628	0.21765974
1629	0.2176056484
1630	0.2174956217
1631	0.2173506608
1632	0.2172367607
1633	0.2170940138
1634	0.2169605633
1635	0.2167945798
1636	0.2167292229
1637	0.2166005875
1638	0.2164901481
1639	0.2163876204
1640	0.2163179404
1641	0.2161872357
1642	0.2161115641
1643	0.2160327173
1644	0.2159428558
1645	0.2158793393
1646	0.2158043607
1647	0.2157361423
1648	0.2156835526
1649	0.2155991513
1650	0.2154776666
1651	0.2153476079
1652	0.2153123567
1653	0.2151781174
1654	0.2150581421
1655	0.2149110716
1656	0.2148606311
1657	0.2147927004
1658	0.2146781305
1659	0.214530622
1660	0.2144272482
1661	0.2143474609
1662	0.2142720995
1663	0.2141832879
1664	0.2141070196
1665	0.2139878903
1666	0.213913489
1667	0.2138173466
1668	0.2136209257
1669	0.213563025
1670	0.213486348
1671	0.2133695081
1672	0.213280331
1673	0.2131719029
1674	0.2130678676
1675	0.2129087728
1676	0.2128265534
1677	0.2125641538
1678	0.2124373455
1679	0.2123095881
1680	0.212110855
1681	0.2120359366
1682	0.2119904451
1683	0.211907943
1684	0.2117717058
1685	0.2116361218
1686	0.2115052632
1687	0.2113949409
1688	0.2113056548
1689	0.211240087
1690	0.2110983367
1691	0.2110404115
1692	0.2109204116
1693	0.2108383405
1694	0.2106780252
1695	0.2105704132
1696	0.2105005429
1697	0.2103795421
1698	0.210195485
1699	0.2100081139
1700	0.2099214361
1701	0.209799674
1702	0.2096631728
1703	0.2096116159
1704	0.209560007
1705	0.2094942737
1706	0.2094408319
1707	0.2093517435
1708	0.2092340836
1709	0.2091531356
1710	0.2090843341
1711	0.2089773764
1712	0.2088966548
1713	0.208822692
1714	0.208642543
1715	0.2085389947
1716	0.2084595105
1717	0.2083651237
1718	0.208254864
1719	0.2081329883
1720	0.2079792409
1721	0.2078404865
1722	0.2076011758
1723	0.2075201111
1724	0.2074160698
1725	0.2073037624
1726	0.2071711038
1727	0.2070147058
1728	0.2069184183
1729	0.2067866983
1730	0.2066861281
1731	0.2066288729
1732	0.2065230873
1733	0.2064671927
1734	0.2063194522
1735	0.206194832
1736	0.2061226709
1737	0.2060465029
1738	0.2059098122
1739	0.2058571687
1740	0.2057426198
1741	0.2055959357
1742	0.2054734588
1743	0.2053660639
1744	0.2052981354
1745	0.2051379656
1746	0.2050167786
1747	0.2049108207
1748	0.2047712054
1749	0.204616979
1750	0.2044919748
1751	0.204419082
1752	0.204256371
1753	0.2042051393
1754	0.2040820171
1755	0.2039336405
1756	0.2038836205
1757	0.2038413679
1758	0.2037433817
1759	0.2036247852
1760	0.2035665818
1761	0.203514872
1762	0.2033869596
1763	0.2032505556
1764	0.2031573626
1765	0.2030227207
1766	0.2028977735
1767	0.202864594
1768	0.2027267269
1769	0.2025568966
1770	0.2024578568
1771	0.202385207
1772	0.2023052508
1773	0.2022456573
1774	0.2021583192
1775	0.2020945592
1776	0.2019722318
1777	0.2019281793
1778	0.2018174236
1779	0.2017610053
1780	0.2016729739
1781	0.2015221363
1782	0.2014048344
1783	0.2013412088
1784	0.2012814408
1785	0.2011841947
1786	0.2010341195
1787	0.2009366317
1788	0.2008031998
1789	0.2007182892
1790	0.2006529076
1791	0.2005063535
1792	0.2004433244
1793	0.200272632
1794	0.20022361
1795	0.200164369
1796	0.2000197449
1797	0.1999327063
1798	0.1998680619
1799	0.1998125854
1800	0.1996955013
1801	0.1996435588
1802	0.1994952868
1803	0.1994186991
1804	0.1993290831
1805	0.1992688638
1806	0.1991765378
1807	0.1990984095
1808	0.1990022329
1809	0.1989099686
1810	0.198845621
1811	0.1988072489
1812	0.198728033
1813	0.1986434566
1814	0.1986010087
1815	0.1984704198
1816	0.1983925957
1817	0.1983001385
1818	0.1981961191
1819	0.1981296612
1820	0.198046256
1821	0.197975581
1822	0.1978618332
1823	0.1977562753
1824	0.1976651532
1825	0.1975943699
1826	0.197484928
1827	0.1973452865
1828	0.1972936428
1829	0.1972232278
1830	0.1971049969
1831	0.1969563164
1832	0.1968927226
1833	0.1968016786
1834	0.1966972295
1835	0.1966475214
1836	0.1965201774
1837	0.1964758557
1838	0.1963764851
1839	0.1963128978
1840	0.1962266483
1841	0.1961231282
1842	0.1960347301
1843	0.1958857324
1844	0.1957764847
1845	0.1956019681
1846	0.195509684
1847	0.1953481758
1848	0.1952642165
1849	0.1950940039
1850	0.1950407557
1851	0.1949641322
1852	0.1949056778
1853	0.1947771917
1854	0.1947140523
1855	0.1946765616
1856	0.1946213678
1857	0.1945154264
1858	0.1944730732
1859	0.1943487875
1860	0.1942071861
1861	0.1941587249
1862	0.194090055
1863	0.1939974478
1864	0.1939366232
1865	0.1939054893
1866	0.1938068517
1867	0.1937460611
1868	0.1936913591
1869	0.1936125436
1870	0.1935386954
1871	0.1934862571
1872	0.1934059372
1873	0.1933292085
1874	0.1931867414
1875	0.1930674545
1876	0.193020947
1877	0.1929345531
1878	0.1928576381
1879	0.1928228154
1880	0.1927409509
1881	0.1926063754
1882	0.1925621307
1883	0.1924979042
1884	0.1924127714
1885	0.1923362337
1886	0.1922250793
1887	0.192157761
1888	0.1921167815
1889	0.1920451655
1890	0.1920090759
1891	0.1919034213
1892	0.1917921997
1893	0.1916763656
1894	0.1915573665
1895	0.1914848609
1896	0.1913757725
1897	0.1912714301
1898	0.191171628
1899	0.1910774499
1900	0.1910039343
1901	0.1909000074
1902	0.1908505014
1903	0.1907465911
1904	0.1906439348
1905	0.1905205949
1906	0.190453633
1907	0.1904078104
1908	0.1903825021
1909	0.1903395015
1910	0.1902884784
1911	0.1901445818
1912	0.1900085883
1913	0.18994712
1914	0.1899090456
1915	0.1898234
1916	0.18978419
1917	0.1896742627
1918	0.1895639192
1919	0.1894662883
1920	0.1893875348
1921	0.189327963
1922	0.1892779913
1923	0.189136055
1924	0.1890667194
1925	0.1890289834
1926	0.1889902063
1927	0.1889068221
1928	0.1887683468
1929	0.1886534183
1930	0.1885952651
1931	0.1885461764
1932	0.188487959
1933	0.1884234073
1934	0.1883771939
1935	0.1882656261
1936	0.1881810473
1937	0.1881404295
1938	0.1880985232
1939	0.188037658
1940	0.1879651786
1941	0.1879147074
1942	0.1878701943
1943	0.187816756
1944	0.187746
1945	0.1876971566
1946	0.1875765743
1947	0.1874772928
1948	0.1873041045
1949	0.1871968784
1950	0.1871550818
1951	0.1870854154
1952	0.1870054032
1953	0.1869444426
1954	0.186871207
1955	0.1868320444
1956	0.1867702007
1957	0.1866168804
1958	0.1865290425
1959	0.1864830308
1960	0.1864255388
1961	0.1863590346
1962	0.1862228214
1963	0.1861541717
1964	0.1860702508
1965	0.1860382987
1966	0.1859922938
1967	0.1859043839
1968	0.1858139487
1969	0.1857809917
1970	0.1856551289
1971	0.1856086206
1972	0.1855442997
1973	0.1855004785
1974	0.1854280206
1975	0.1853580609
1976	0.185258146
1977	0.1852219175
1978	0.1851881354
1979	0.1851465405
1980	0.1850881292
1981	0.1850638012
1982	0.185002522
1983	0.1849486941
1984	0.184870914
1985	0.1848007341
1986	0.1847244053
1987	0.1846487582
1988	0.1846140154
1989	0.1845737986
1990	0.1844913356
1991	0.1843977626
1992	0.1843023896
1993	0.1842052069
1994	0.1841684099
1995	0.1841118464
1996	0.1839358558
1997	0.1838585508
1998	0.1837979226
1999	0.1837649934
2000	0.1837114235
2001	0.1836801131
2002	0.1836139545
2003	0.1835197828
2004	0.1834060242
2005	0.1833315423
2006	0.1833039701
2007	0.1832387103
2008	0.1831719251
2009	0.1831324587
2010	0.1830732228
2011	0.1829825487
2012	0.1828866022
2013	0.182869167
2014	0.1827841282
2015	0.1827057485
2016	0.182618335
2017	0.1825549282
2018	0.1824667996
2019	0.1823856223
2020	0.1822827005
2021	0.1821952971
2022	0.1820996797
2023	0.1819916822
2024	0.1819350546
2025	0.1818551467
2026	0.1817903729
2027	0.1817337301
2028	0.1816760916
2029	0.1816248906
2030	0.1815479516
2031	0.1814189523
2032	0.1812861627
2033	0.1812380267
2034	0.181038466
2035	0.1809656543
2036	0.180875782
2037	0.1808191716
2038	0.1807454442
2039	0.1806317883
2040	0.1805234302
2041	0.1804059975
2042	0.1803116919
2043	0.1801727714
2044	0.1801285178
2045	0.1800629571
2046	0.1800249795
2047	0.1799865094
2048	0.1799046324
2049	0.1798124381
2050	0.1797466979
2051	0.1797108571
2052	0.1796226329
2053	0.1795664728
2054	0.1795208407
2055	0.1794510478
2056	0.1794132862
2057	0.1793089879
2058	0.1791951701
2059	0.1791161991
2060	0.1789969029
2061	0.1788975841
2062	0.1788358086
2063	0.1787360307
2064	0.1786977511
2065	0.1786418895
2066	0.1785985732
2067	0.1785132764
2068	0.178462022
2069	0.1783824791
2070	0.1783470858
2071	0.1782011879
2072	0.1781616811
2073	0.1780007835
2074	0.1779240861
2075	0.1778685336
2076	0.177822982
2077	0.177706162
2078	0.1776613075
2079	0.1776112236
2080	0.1775611273
2081	0.1775026667
2082	0.1774365791
2083	0.1772926454
2084	0.1772700958
2085	0.1772195928
2086	0.1771534305
2087	0.1771046738
2088	0.1770697555
2089	0.1770335503
2090	0.1769499374
2091	0.176894547
2092	0.1768269658
2093	0.1767753624
2094	0.1767385898
2095	0.176716389
2096	0.176668255
2097	0.1766386045
2098	0.1765334019
2099	0.1764634914
2100	0.1764018602
2101	0.1763602945
2102	0.1763205128
2103	0.1762932832
2104	0.176167774
2105	0.1761295905
2106	0.1760866139
2107	0.1759416157
2108	0.1758438832
2109	0.1758014455
2110	0.1757528433
2111	0.1756802712
2112	0.1756375179
2113	0.1755644868
2114	0.1755245653
2115	0.1754840323
2116	0.1754364446
2117	0.1753490867
2118	0.1753022353
2119	0.1752562504
2120	0.1751255761
2121	0.1750465901
2122	0.1749379061
2123	0.1749042906
2124	0.1748422577
2125	0.1747806032
2126	0.174745498
2127	0.1746395141
2128	0.1745797861
2129	0.1745208633
2130	0.1744753816
2131	0.1744226323
2132	0.1743602263
2133	0.1743003227
2134	0.174189449
2135	0.1741570028
2136	0.174077214
2137	0.1739714315
2138	0.1738872827
2139	0.1738132015
2140	0.1737630934
2141	0.1737206931
2142	0.1735691481
2143	0.1734916352
2144	0.1734535503
2145	0.1734206756
2146	0.1733467033
2147	0.1733122091
2148	0.1731758572
2149	0.1731142267
2150	0.1730567514
2151	0.1730051631
2152	0.1729659717
2153	0.1728657858
2154	0.1728157623
2155	0.1727650179
2156	0.1726763035
2157	0.1726067025
2158	0.1725629377
2159	0.1725345292
2160	0.1724657644
2161	0.1723851691
2162	0.1723391257
2163	0.1722866111
2164	0.1721789357
2165	0.172096729
2166	0.1720222022
2167	0.1719916736
2168	0.1719010578
2169	0.1718396917
2170	0.1717601761
2171	0.1717011359
2172	0.1716565169
2173	0.1715670341
2174	0.171436441
2175	0.1713595242
2176	0.1713118807
2177	0.1712830171
2178	0.1712095789
2179	0.1711642738
2180	0.1711301439
2181	0.1710942261
2182	0.1709789596
2183	0.1708570693
2184	0.1707565424
2185	0.1706914732
2186	0.1706249874
2187	0.1705952821
2188	0.1705323839
2189	0.1704585817
2190	0.1704017186
2191	0.1703572457
2192	0.1702750934
2193	0.170176539
2194	0.1701068354
2195	0.170069752
2196	0.170033993
2197	0.1699696936
2198	0.1699281009
2199	0.1698582253
2200	0.1698198366
2201	0.16975745
2202	0.1696597946
2203	0.1696028958
2204	0.1695630778
2205	0.1695245492
2206	0.1694590986
2207	0.169389956
2208	0.1692958939
2209	0.1692433633
2210	0.169167985
2211	0.1691249723
2212	0.1690884131
2213	0.1690521741
2214	0.1689877746
2215	0.1689538297
2216	0.1689163431
2217	0.1688846225
2218	0.1688149577
2219	0.1687487129
2220	0.1686720739
2221	0.1686451542
2222	0.1685728362
2223	0.1685069068
2224	0.1684231905
2225	0.168359104
2226	0.1683106186
2227	0.1682614261
2228	0.1682094892
2229	0.1681446544
2230	0.1680855488
2231	0.1680411514
2232	0.1679862445
2233	0.167906628
2234	0.1678826866
2235	0.1678125293
2236	0.1677528961
2237	0.1676507042
2238	0.1676225893
2239	0.1675918359
2240	0.1675493208
2241	0.1674956542
2242	0.1674263421
2243	0.167390699
2244	0.1673420697
2245	0.1672934994
2246	0.1672621813
2247	0.1672471876
2248	0.1672059784
2249	0.167179023
2250	0.1671484746
2251	0.1670591044
2252	0.1670279436
2253	0.1669239714
2254	0.1668831068
2255	0.1668005175
2256	0.1667504561
2257	0.1667263534
2258	0.166695358
2259	0.1666542903
2260	0.1666169112
2261	0.1665749656
2262	0.1665447095
2263	0.1664932262
2264	0.1664752079
2265	0.1664349866
2266	0.1663932352
2267	0.1663724628
2268	0.1663333734
2269	0.1662879431
2270	0.1662605818
2271	0.1662257322
2272	0.1661092947
2273	0.1660471172
2274	0.1659257773
2275	0.1658610997
2276	0.1658074669
2277	0.1657551493
2278	0.1657014213
2279	0.16567311
2280	0.1656188667
2281	0.1655793593
2282	0.1655221012
2283	0.1654412431
2284	0.1653953727
2285	0.1653668035
2286	0.1652854754
2287	0.1652569612
2288	0.1652237403
2289	0.1651965781
2290	0.1651306117
2291	0.1650827403
2292	0.1650651427
2293	0.1650272325
2294	0.1649499961
2295	0.1648963789
2296	0.1648719169
2297	0.1648035932
2298	0.1647798082
2299	0.16474295
2300	0.1647130939
2301	0.164647324
2302	0.1645573527
2303	0.164432244
2304	0.1643953597
2305	0.1643276971
2306	0.1642624648
2307	0.1642385242
2308	0.1641902463
2309	0.1641081004
2310	0.16405418
2311	0.1639842513
2312	0.1639474572
2313	0.1639162228
2314	0.1638773457
2315	0.1637882929
2316	0.1637633785
2317	0.1636938099
2318	0.1636665112
2319	0.1635716963
2320	0.1634315684
2321	0.1633979912
2322	0.1633689904
2323	0.1633078817
2324	0.1632588376
2325	0.1632009089
2326	0.1631518682
2327	0.1631125324
2328	0.163062087
2329	0.1629942919
2330	0.1628936128
2331	0.1628084396
2332	0.1627374289
2333	0.1626726484
2334	0.1626056585
2335	0.1625324221
2336	0.1624326198
2337	0.1623842653
2338	0.1623498595
2339	0.1622951403
2340	0.1622147383
2341	0.1621749509
2342	0.1621461497
2343	0.1620833782
2344	0.1620539203
2345	0.1620319841
2346	0.1620067202
2347	0.1619635934
2348	0.1619202545
2349	0.1618981859
2350	0.1618556107
2351	0.1617754187
2352	0.1617481253
2353	0.1617036326
2354	0.1616160439
2355	0.1616016301
2356	0.1615688871
2357	0.1615505534
2358	0.1615135384
2359	0.1614771941
2360	0.161449299
2361	0.1614338756
2362	0.1614053391
2363	0.1613945234
2364	0.1613453495
2365	0.1613218958
2366	0.161307349
2367	0.1612795669
2368	0.1612481916
2369	0.1612263985
2370	0.1611989209
2371	0.1611307988
2372	0.1610598866
2373	0.1609939579
2374	0.1609693154
2375	0.1609093872
2376	0.1608855104
2377	0.1608650842
2378	0.1608216868
2379	0.1607326833
2380	0.1607001499
2381	0.1606486429
2382	0.160606354
2383	0.1605809929
2384	0.1605530489
2385	0.1605254181
2386	0.1604564124
2387	0.160394131
2388	0.1603656802
2389	0.1603284431
2390	0.1602908639
2391	0.1602464688
2392	0.1602295201
2393	0.1602091341
2394	0.1601814849
2395	0.1601425475
2396	0.1600854042
2397	0.1600538857
2398	0.1600278544
2399	0.1599825548
2400	0.1599505692
2401	0.159890147
2402	0.1598498389
2403	0.1598296474
2404	0.1598001204
2405	0.1597731642
2406	0.1597554178
2407	0.1597357017
2408	0.1597024673
2409	0.1596831333
2410	0.159636458
2411	0.1595898943
2412	0.159551107
2413	0.1594911015
2414	0.1594565286
2415	0.1593961854
2416	0.1593715897
2417	0.1593287848
2418	0.1592881782
2419	0.1592492465
2420	0.1591830904
2421	0.159123865
2422	0.1590714342
2423	0.1590390017
2424	0.1590033823
2425	0.1588960141
2426	0.158868547
2427	0.1588385856
2428	0.1588165291
2429	0.1587264949
2430	0.1586879787
2431	0.1586245291
2432	0.1585877122
2433	0.1585539783
2434	0.158521597
2435	0.1584850648
2436	0.1584584342
2437	0.1584368121
2438	0.1583651656
2439	0.1582654672
2440	0.1582070369
2441	0.1581682532
2442	0.1581316356
2443	0.1581042599
2444	0.1580167298
2445	0.1579733275
2446	0.1579526875
2447	0.1579300995
2448	0.1578991483
2449	0.1578599825
2450	0.157790282
2451	0.1577629041
2452	0.1577247558
2453	0.15768223
2454	0.1576302227
2455	0.1575854447
2456	0.1575571663
2457	0.157525062
2458	0.1575088527
2459	0.1574905895
2460	0.1574349887
2461	0.1574057638
2462	0.1573258684
2463	0.1573078622
2464	0.1572803948
2465	0.1572252986
2466	0.1571745478
2467	0.1571324954
2468	0.1570859196
2469	0.1570072849
2470	0.1569768682
2471	0.1569128798
2472	0.1568280186
2473	0.1567710247
2474	0.1567524849
2475	0.1566907752
2476	0.1566584668
2477	0.1566180321
2478	0.1565720905
2479	0.156510942
2480	0.156414882
2481	0.1563824516
2482	0.1563495651
2483	0.1563182699
2484	0.1563030028
2485	0.1562677528
2486	0.1561955746
2487	0.1561646422
2488	0.156128293
2489	0.1560995736
2490	0.1560309599
2491	0.1559366436
2492	0.1558893943
2493	0.1558362804
2494	0.1557686805
2495	0.155739048
2496	0.1556955415
2497	0.1556129063
2498	0.1555891703
2499	0.1555666153
2500	0.1555277929
2501	0.1554732406
2502	0.1554611354
2503	0.1553803895
2504	0.1552816392
2505	0.1552340973
2506	0.1551877799
2507	0.1551402043
2508	0.1551180664
2509	0.1550136115
2510	0.1549501323
2511	0.154891141
2512	0.154802063
2513	0.1547730885
2514	0.1547458404
2515	0.1547242821
2516	0.1546942395
2517	0.1546656138
2518	0.1545799671
2519	0.1545362056
2520	0.1545113836
2521	0.1544793149
2522	0.1544564835
2523	0.1543734654
2524	0.1543225963
2525	0.1542736447
2526	0.1542503099
2527	0.1542038325
2528	0.1541391403
2529	0.1541132397
2530	0.1540697854
2531	0.1540278331
2532	0.1539854431
2533	0.1539386981
2534	0.1538537411
2535	0.153786952
2536	0.153749484
2537	0.1537264818
2538	0.1537005622
2539	0.1536763793
2540	0.1536319586
2541	0.153609656
2542	0.1535987902
2543	0.1535494531
2544	0.1535303723
2545	0.1534962899
2546	0.1534468546
2547	0.153361232
2548	0.153307806
2549	0.1532750832
2550	0.1532261193
2551	0.153191736
2552	0.1530888798
2553	0.1530562671
2554	0.1530019033
2555	0.1529054702
2556	0.1528626586
2557	0.1528095426
2558	0.152785253
2559	0.1527631797
2560	0.1527059058
2561	0.1526319791
2562	0.1525809567
2563	0.1525480664
2564	0.1525269784
2565	0.1525107825
2566	0.1524439084
2567	0.1524114422
2568	0.1523461689
2569	0.1523236498
2570	0.1522813317
2571	0.1522470375
2572	0.1521459209
2573	0.1520932809
2574	0.1520335833
2575	0.1519776514
2576	0.1519551544
2577	0.1519305364
2578	0.1519136759
2579	0.1518748939
2580	0.1518207503
2581	0.1517913273
2582	0.1517745956
2583	0.1517380022
2584	0.1517191144
2585	0.1516979779
2586	0.1516672903
2587	0.1516411068
2588	0.1516152887
2589	0.1515751
2590	0.1515204905
2591	0.1514821458
2592	0.1514316318
2593	0.1514025861
2594	0.1513900958
2595	0.1513517638
2596	0.1513300523
2597	0.1512957293
2598	0.1512693342
2599	0.1512453785
2600	0.1512201224
2601	0.1512098244
2602	0.1511852718
2603	0.1511120809
2604	0.1510911191
2605	0.1510268938
2606	0.1509711717
2607	0.1509519734
2608	0.150928586
2609	0.150913434
2610	0.1509022079
2611	0.1508404937
2612	0.1508258307
2613	0.1508034199
2614	0.150730503
2615	0.1507033788
2616	0.1506790256
2617	0.1506402622
2618	0.150610383
2619	0.1505908464
2620	0.1505534034
2621	0.1505371383
2622	0.1504737115
2623	0.1504502647
2624	0.1504062747
2625	0.1503568729
2626	0.1503457079
2627	0.1503113988
2628	0.1502745156
2629	0.1502504799
2630	0.1502297909
2631	0.1502063244
2632	0.1501874734
2633	0.1501699048
2634	0.1501315944
2635	0.1500831762
2636	0.1500591385
2637	0.1500354558
2638	0.1499907223
2639	0.1499278543
2640	0.1498990743
2641	0.1498828766
2642	0.1498535483
2643	0.1498113131
2644	0.1497666778
2645	0.1497485341
2646	0.1497185441
2647	0.1496658872
2648	0.1496486295
2649	0.1495891864
2650	0.1495687587
2651	0.1495304983
2652	0.1495142018
2653	0.1494863722
2654	0.1494661931
2655	0.1494408595
2656	0.1493863843
2657	0.1493481811
2658	0.1493385183
2659	0.14931681
2660	0.1492834659
2661	0.1492231761
2662	0.1491434453
2663	0.1491235148
2664	0.149070329
2665	0.1490141191
2666	0.1489909465
2667	0.1489602402
2668	0.1489443497
2669	0.1489010971
2670	0.1488791153
2671	0.1488563835
2672	0.1488447556
2673	0.1488086492
2674	0.1487836019
2675	0.1487693309
2676	0.1487399249
2677	0.1487159603
2678	0.1486738928
2679	0.1486415617
2680	0.1486190562
2681	0.148600068
2682	0.1485355779
2683	0.1485008004
2684	0.1484812491
2685	0.1484659464
2686	0.1484541463
2687	0.1484412488
2688	0.1483971647
2689	0.1483670871
2690	0.1483500804
2691	0.1483002399
2692	0.1482880648
2693	0.1482722257
2694	0.1482501953
2695	0.1482129653
2696	0.1481734882
2697	0.1481562239
2698	0.1480926017
2699	0.1480771115
2700	0.1480436547
2701	0.148006042
2702	0.1479872395
2703	0.1479592726
2704	0.1479421861
2705	0.1479038176
2706	0.1478857829
2707	0.1478621926
2708	0.147844209
2709	0.1478197832
2710	0.1477718746
2711	0.1477370284
2712	0.1476897785
2713	0.147651603
2714	0.1475844765
2715	0.1475621822
2716	0.1475230753
2717	0.1474887793
2718	0.1474412542
2719	0.1473949658
2720	0.1473878165
2721	0.147353839
2722	0.147312039
2723	0.1472794665
2724	0.1472282711
2725	0.1471802999
2726	0.1471451582
2727	0.1470892499
2728	0.1470405719
2729	0.1469950266
2730	0.1469697083
2731	0.1469280771
2732	0.1468821279
2733	0.1468623425
2734	0.1468147579
2735	0.1467893991
2736	0.1467272004
2737	0.146683424
2738	0.1466626157
2739	0.1466478963
2740	0.1466095169
2741	0.1465503933
2742	0.146518089
2743	0.1464995671
2744	0.1464833989
2745	0.1464661328
2746	0.146437182
2747	0.1463615289
2748	0.1463506373
2749	0.1463262867
2750	0.1462735479
2751	0.1462543199
2752	0.146239975
2753	0.1462071988
2754	0.1461798595
2755	0.1461427914
2756	0.1461231948
2757	0.146078283
2758	0.146048042
2759	0.1460112157
2760	0.1459802637
2761	0.145961782
2762	0.1458980776
2763	0.1458791212
2764	0.1458461547
2765	0.1458126759
2766	0.1457936434
2767	0.1457454649
2768	0.1457199657
2769	0.1456992866
2770	0.1456737354
2771	0.145646156
2772	0.1456115216
2773	0.1455054483
2774	0.1454628824
2775	0.1453922063
2776	0.1453609717
2777	0.1453276206
2778	0.1452557917
2779	0.1451916807
2780	0.1451418577
2781	0.1450934565
2782	0.1450648537
2783	0.1450190865
2784	0.1449960664
2785	0.1449673266
2786	0.1449231485
2787	0.1449105069
2788	0.1448813927
2789	0.1448709809
2790	0.1448481343
2791	0.1448209097
2792	0.1447824333
2793	0.1447576204
2794	0.1447099946
2795	0.1446723111
2796	0.1446567254
2797	0.1446354934
2798	0.1446091108
2799	0.144545164
2800	0.1445163715
2801	0.1444840006
2802	0.1444666521
2803	0.1444453829
2804	0.1444188713
2805	0.1443725655
2806	0.1443392769
2807	0.1443240777
2808	0.1443049112
2809	0.1442362134
2810	0.144185375
2811	0.1441391545
2812	0.1440760588
2813	0.1440361068
2814	0.1440213203
2815	0.143992249
2816	0.1439487984
2817	0.1439233067
2818	0.1438996399
2819	0.1438239248
2820	0.1437983395
2821	0.1437473528
2822	0.1437363206
2823	0.1436925056
2824	0.1436553181
2825	0.1436361807
2826	0.143562344
2827	0.1435322547
2828	0.1435150579
2829	0.1434625078
2830	0.1434550284
2831	0.1434246955
2832	0.1434061981
2833	0.1433857074
2834	0.1433589111
2835	0.1433170728
2836	0.1432661413
2837	0.1432414461
2838	0.1432070701
2839	0.1431802928
2840	0.143130859
2841	0.1431191964
2842	0.1430978099
2843	0.1430638622
2844	0.1430191934
2845	0.1430032308
2846	0.1429754518
2847	0.1429284284
2848	0.1428668929
2849	0.1428213646
2850	0.1428078402
2851	0.1427813526
2852	0.1427460934
2853	0.142720857
2854	0.1427055527
2855	0.1426810398
2856	0.1426685331
2857	0.1426451569
2858	0.1426069556
2859	0.1425863421
2860	0.1425076733
2861	0.1424781987
2862	0.1424409305
2863	0.1423938372
2864	0.1423708237
2865	0.1423568314
2866	0.1423492712
2867	0.1423151996
2868	0.1422813028
2869	0.1422254799
2870	0.1421818508
2871	0.1421642
2872	0.1421456638
2873	0.1421021236
2874	0.1420892529
2875	0.1420011245
2876	0.1419721924
2877	0.1419446115
2878	0.1419163054
2879	0.1418942493
2880	0.141874969
2881	0.1418660984
2882	0.1418267999
2883	0.1417981031
2884	0.1417733862
2885	0.1417550348
2886	0.141732946
2887	0.1417104828
2888	0.1416956249
2889	0.1416795588
2890	0.1416572952
2891	0.1416413227
2892	0.1416040092
2893	0.1415910864
2894	0.1415616024
2895	0.1415370472
2896	0.1414996673
2897	0.1414784213
2898	0.1414655485
2899	0.1414369277
2900	0.1414065751
2901	0.1413901169
2902	0.1413733137
2903	0.1413477619
2904	0.1413080475
2905	0.1412742733
2906	0.1412657195
2907	0.1412548375
2908	0.1412287676
2909	0.1412173214
2910	0.1411959319
2911	0.1411768134
2912	0.1411377747
2913	0.1410759534
2914	0.1410164389
2915	0.1410003126
2916	0.1409702259
2917	0.1409559475
2918	0.1409300273
2919	0.140917456
2920	0.1408699237
2921	0.1408578884
2922	0.1408407455
2923	0.1408234926
2924	0.1408092219
2925	0.1407663317
2926	0.1407341061
2927	0.1407054971
2928	0.1406922568
2929	0.1406759485
2930	0.1406229092
2931	0.1405795287
2932	0.1405500092
2933	0.1405169737
2934	0.1404509383
2935	0.1404249798
2936	0.140371488
2937	0.1403465669
2938	0.1403361741
2939	0.1403266056
2940	0.1403100007
2941	0.1402689586
2942	0.140247588
2943	0.1402310607
2944	0.1401510034
2945	0.1401398727
