iter	MultiClass	Accuracy	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8	F1:class=9
47	1.316206321	0.5748263889	0.5195964941	0.552310536	0.5478226549	0.6757251111	0.58729377	0.5739667825	0.5874790386	0.5721850179	0.5754730608	0.5276624024
48	1.310337787	0.5781828704	0.5257067284	0.5561280824	0.5494361395	0.6793933054	0.5903986178	0.5765905278	0.5931495405	0.5747663551	0.5797856936	0.5280692987
49	1.302939124	0.5827835648	0.5308213518	0.5582765605	0.5561539472	0.6810626881	0.5937885137	0.5816774194	0.5968440162	0.5785226567	0.5848156182	0.538
50	1.295957457	0.5868634259	0.535997358	0.5626260774	0.5609532539	0.6843209229	0.5937848211	0.5866008829	0.5996369222	0.5859338612	0.5930098209	0.539314683
51	1.293895653	0.5880497685	0.5399076517	0.5598681802	0.5626067534	0.6845620008	0.5959920831	0.5882810474	0.6010333752	0.5861318408	0.5928819444	0.5421148436
52	1.286589206	0.5910300926	0.537992418	0.5662650602	0.5653487456	0.689428759	0.5965086047	0.5936239427	0.6034144976	0.5933312558	0.5945634978	0.5435069216
53	1.281010609	0.5943576389	0.545784524	0.5674300254	0.5696219207	0.6925702284	0.6011374876	0.595755761	0.6054326519	0.5940130964	0.5949367089	0.5508153517
54	1.278272149	0.5962962963	0.5474934037	0.5709090909	0.5710887949	0.6947146989	0.6039836694	0.5956617743	0.6061792255	0.5966281611	0.5981281497	0.5528215223
55	1.275480057	0.5967592593	0.5485148515	0.5703380589	0.5710137276	0.696087472	0.6044092148	0.5960264901	0.6051267685	0.5979703357	0.5996837717	0.5533932952
56	1.271558044	0.5994212963	0.549851925	0.5753623188	0.5733896515	0.6976928148	0.6057156996	0.5996615024	0.6066124965	0.6024134148	0.6006307339	0.5591609308
57	1.269359027	0.6008969907	0.5524153796	0.5774724281	0.5750132066	0.6975763962	0.6077703539	0.6012815483	0.607428171	0.6030701754	0.6038654259	0.5594497216
58	1.265585403	0.6021701389	0.5530790821	0.579631636	0.5743752479	0.6980908492	0.6077825818	0.6030085023	0.6087687351	0.6050132337	0.605756838	0.5629727063
59	1.26089803	0.6037905093	0.5544977019	0.5806799784	0.5801729874	0.6994333904	0.6087064061	0.6054082436	0.6105971405	0.6070536829	0.6038329519	0.5643871389
60	1.255566177	0.6067418981	0.5573770492	0.5833782086	0.5839202658	0.7010119595	0.6115375093	0.6100711838	0.6131427771	0.6108328115	0.6062079817	0.5665851671
61	1.252649257	0.6090856481	0.5582691362	0.5851465564	0.5846645367	0.7043031978	0.6130628402	0.6170072512	0.6158160404	0.6115625	0.6080617496	0.5691056911
62	1.245377619	0.6143518519	0.562796015	0.5866953559	0.5929168325	0.7084490282	0.6184798808	0.6217001056	0.6213836478	0.6187948798	0.6146369354	0.5736181314
63	1.240406856	0.6178819444	0.5677883045	0.5924077705	0.5974198697	0.7099761842	0.6196204887	0.6271657188	0.6236768802	0.62455043	0.61589214	0.5776185046
64	1.23583557	0.6205729167	0.5702169304	0.597615234	0.6007452755	0.711581734	0.6220619326	0.6302933758	0.6237306997	0.6261682243	0.6197991392	0.5816525699
65	1.234057251	0.6216145833	0.5711955635	0.5991830936	0.6015978695	0.710835423	0.6217358866	0.6329383571	0.6252783964	0.6283309958	0.6209665854	0.5823567708
66	1.233114679	0.621875	0.5711960944	0.5994676131	0.6024770276	0.7110993797	0.6210068365	0.6332355295	0.6269863396	0.6281971304	0.6218655968	0.5815164335
67	1.226194783	0.6261863426	0.5775749674	0.6029829545	0.6098570856	0.7160264901	0.6251553567	0.6381789137	0.629980496	0.632037325	0.6241581889	0.5841166937
68	1.224481503	0.6272858796	0.5777994792	0.6057163146	0.6116764863	0.7180710122	0.6269101752	0.6394141145	0.6312273866	0.6318082789	0.6229931193	0.5854368932
69	1.222024077	0.6283275463	0.5779727096	0.6081871345	0.6105601715	0.7194588142	0.6274900398	0.6423532544	0.6309341501	0.633607959	0.6242293907	0.5873221216
70	1.215440023	0.6332175926	0.5858880779	0.6135881104	0.6173004821	0.720560995	0.6299625468	0.6486631016	0.6348275381	0.6400124456	0.6285143428	0.5927959942
71	1.211577225	0.6345486111	0.5879299156	0.6115819209	0.6197937592	0.7211856557	0.6309345327	0.6497258259	0.639764607	0.6404862085	0.6294661922	0.5940721649
72	1.209407104	0.6365162037	0.5893782383	0.6141621049	0.6214871588	0.7229711869	0.6309345327	0.6523777629	0.6417576266	0.6445586175	0.6331242873	0.594151671
73	1.208058507	0.6373263889	0.5894328648	0.6163344505	0.6218577766	0.7239783097	0.6315	0.6543209877	0.6417052307	0.6454121306	0.6337647561	0.5950466388
74	1.205155742	0.6380497685	0.5904514453	0.6161455573	0.6214218519	0.7243615191	0.6342010213	0.6541755889	0.6437972557	0.6455125214	0.6337366548	0.5961972285
75	1.199888573	0.6401909722	0.5910196142	0.6223394899	0.6272764063	0.7270800212	0.6351148851	0.6547937868	0.6429671099	0.6447613143	0.6355485983	0.6014504432
76	1.194718206	0.6426215278	0.5962129794	0.6247372109	0.629113067	0.7265521797	0.63792026	0.6599597586	0.645034965	0.6484387137	0.6351870289	0.6038039974
77	1.189955317	0.6462673611	0.6013873205	0.6324816241	0.6345315904	0.7293402089	0.64025	0.6617509049	0.6476350406	0.6506658408	0.6377471199	0.6090879794
78	1.186722155	0.647337963	0.6008376289	0.6324096808	0.6351534909	0.730154537	0.64125	0.6625420309	0.6503428012	0.6506584043	0.640113798	0.6119162641
79	1.182409705	0.6496238426	0.6049283298	0.6363636364	0.6378539493	0.7317266949	0.6422408403	0.6653204093	0.6533240028	0.6535846724	0.6415148064	0.6121660766
80	1.179090127	0.6515625	0.6059437751	0.6431070679	0.6390967215	0.7337042925	0.6425361957	0.6679245283	0.6558613944	0.6565500155	0.6425210324	0.6122186495
81	1.176170753	0.6538483796	0.6063915208	0.6439909297	0.6423417291	0.7355163728	0.6446529081	0.6702688099	0.6565034965	0.660988075	0.645427393	0.6164207826
82	1.170737711	0.6568865741	0.6114506272	0.6452513966	0.647195305	0.7363817097	0.6484394507	0.6735135135	0.658107731	0.6654286599	0.6477628954	0.6192763369
83	1.167021123	0.6584780093	0.6129343629	0.6483842795	0.6513598469	0.7366047745	0.6491622906	0.6758658009	0.6571030641	0.6669751658	0.6488103718	0.62208
84	1.161816129	0.6618344907	0.6173157387	0.6541471049	0.6539517014	0.7404549687	0.651395669	0.6804821888	0.660915542	0.6720049276	0.6477628954	0.6255773212
85	1.155350262	0.6662037037	0.6279107114	0.6593863755	0.6577254687	0.7439381828	0.6554748183	0.6876611918	0.6616499443	0.6763434219	0.6495945369	0.6291991721
86	1.151578687	0.6681134259	0.6304312971	0.6601002246	0.6575641726	0.7445702865	0.6570996979	0.6890459364	0.6663878433	0.6782796362	0.6529856064	0.6316793893
87	1.147684585	0.669994213	0.630598812	0.6617190197	0.6567611778	0.7469333333	0.6606060606	0.6909632841	0.6670389502	0.6819793433	0.6541471049	0.636204426
88	1.140826458	0.674537037	0.633834346	0.6673567978	0.6623093682	0.75093433	0.6627906977	0.6961491359	0.6743829313	0.6834155364	0.6607954545	0.6407395601
89	1.137339993	0.6766493056	0.6365954734	0.6751286449	0.6669396669	0.7519700815	0.662124653	0.6975982533	0.6743861607	0.6870748299	0.6613545817	0.6424821002
90	1.133274423	0.6793113426	0.6399361022	0.677286742	0.6686722275	0.754444593	0.6643922163	0.7015963979	0.675664394	0.6901343214	0.6640091116	0.6463395268
91	1.130643364	0.6805844907	0.6413826212	0.6784428057	0.6700410397	0.7538091419	0.6650693569	0.7038755459	0.6785366532	0.691987031	0.6656227758	0.6464518177
92	1.129077531	0.6810185185	0.6441218695	0.6791352093	0.6700327511	0.7547169811	0.665150941	0.7044833242	0.6769616027	0.6911787425	0.6667616064	0.6476371709
93	1.124641075	0.6845196759	0.6466453674	0.6837049743	0.6744186047	0.7567278083	0.6682643794	0.7078651685	0.6806792873	0.6963350785	0.6703640501	0.6505146477
94	1.120285488	0.6870659722	0.64784689	0.6889117043	0.6774237659	0.7578271341	0.6687681251	0.7110318332	0.6844666945	0.7009576769	0.6711371094	0.6534935188
95	1.115547217	0.6891493056	0.652782194	0.6909401709	0.6774325989	0.7613301153	0.6700366486	0.7153645476	0.6841152722	0.7031442663	0.6720751494	0.6561214805
96	1.11125765	0.6928240741	0.6585016701	0.6948228883	0.6809967141	0.7625687089	0.6736602629	0.7181254307	0.6861761427	0.7092592593	0.6760403352	0.6608778023
97	1.106155093	0.6950520833	0.6614575028	0.6941755816	0.6842464818	0.7657004831	0.6755903523	0.7194501718	0.6886845039	0.7105547829	0.6780383795	0.6649770315
98	1.101185528	0.6982349537	0.6656096401	0.6990850559	0.6876885111	0.7652500335	0.678778703	0.723480663	0.6913511248	0.7139545665	0.6821925589	0.6681429927
99	1.100065734	0.6985532407	0.666560964	0.6985629755	0.685839496	0.7657004831	0.679383527	0.7238095238	0.6934265734	0.7128038396	0.6830376153	0.6696160531
100	1.093421105	0.7030092593	0.6730098319	0.7034668462	0.6892484915	0.7674979887	0.6821292776	0.7289590255	0.7005033557	0.7179566563	0.687243381	0.6739302069
101	1.089899078	0.7047743056	0.6725888325	0.7060010086	0.6907597536	0.7693959732	0.6830011426	0.7323631324	0.7020145495	0.7220160792	0.6889423758	0.6746569942
102	1.087216669	0.7064236111	0.6780680918	0.7070707071	0.6909140818	0.7725622058	0.6859903382	0.7333056823	0.7039059219	0.7231481481	0.688700565	0.6745506149
103	1.085965976	0.7069733796	0.6773274224	0.706298417	0.6910435497	0.7734375	0.6860775588	0.733130531	0.7051425377	0.724382716	0.6906515581	0.6762249882
104	1.083649355	0.7077256944	0.6771229404	0.7100252738	0.6916757941	0.7729780649	0.6859756098	0.7343382658	0.7074089577	0.7236273905	0.6908006814	0.6776025237
105	1.080057867	0.71015625	0.6801015551	0.7122641509	0.6929069291	0.7752960172	0.6863468635	0.7375277162	0.7099930119	0.7284502699	0.6938428875	0.6796788919
106	1.077201658	0.7106481481	0.6799236398	0.7141174491	0.6940726577	0.7747747748	0.6851123239	0.7390581717	0.709984596	0.7304669441	0.6953567384	0.6786559394
107	1.072759568	0.7133680556	0.6831746032	0.7149807079	0.694892106	0.7765085338	0.6851851852	0.7440434722	0.7136071528	0.7329939843	0.7008522727	0.6830343091
108	1.069936811	0.7153356481	0.6846703733	0.7185929648	0.6968077819	0.7791088976	0.687245935	0.7452291405	0.7142657538	0.7372946415	0.7027872582	0.6830875431
109	1.066167383	0.7177662037	0.6881447389	0.719195306	0.698887821	0.7790040377	0.6889818689	0.7455736791	0.7202797203	0.7388769561	0.7070678399	0.6876079786
110	1.064479852	0.7186921296	0.6893927382	0.7195979899	0.6983255559	0.7801399354	0.6903643519	0.7476635514	0.7209821429	0.7385892116	0.7090262971	0.6886481394
111	1.061736334	0.7216435185	0.6920393276	0.7231978592	0.7009602195	0.7826907522	0.6930415978	0.7494777886	0.7249127704	0.743444257	0.7121104312	0.6905210295
112	1.060248838	0.7224537037	0.6923564859	0.7231128925	0.7022063862	0.7844036697	0.6933775679	0.7506627599	0.7242339833	0.7448212368	0.7137165623	0.6916092674
113	1.054968142	0.7249131944	0.6937806615	0.7283950617	0.7078020019	0.7868985038	0.6969387755	0.753801088	0.7248847282	0.7462686567	0.7141842965	0.6920306873
114	1.053890898	0.7258680556	0.6952531646	0.728030682	0.7089961602	0.7873718295	0.6981252391	0.7555183012	0.7256242154	0.7479224377	0.7144479137	0.6932832316
115	1.052967484	0.7266782407	0.698056565	0.7296308613	0.709774849	0.787208204	0.6982384478	0.7557668111	0.7264098269	0.7501538462	0.7150758758	0.6927899687
116	1.049887081	0.7280671296	0.6981519507	0.7324692589	0.7097483844	0.787862441	0.6981325147	0.7589872709	0.7288230361	0.7514219831	0.7170987392	0.69459206
117	1.04624414	0.7307581019	0.6997479521	0.73593361	0.7134406383	0.7898570272	0.6995779511	0.7610916725	0.730828328	0.7560338201	0.7212835439	0.6966995151
118	1.042120718	0.7321469907	0.7017211432	0.7389358528	0.7163110805	0.7892183288	0.7018665303	0.7612253462	0.7312037941	0.7562663386	0.7230594256	0.6986858573
119	1.04071137	0.7327835648	0.7036920164	0.7388852024	0.7164302438	0.7920765395	0.7031589717	0.761424166	0.7317345231	0.7552275523	0.7220801364	0.700078064
120	1.035780491	0.7336226852	0.7034938621	0.7415394824	0.7214788247	0.7931453245	0.7032406226	0.761357263	0.7320880959	0.7551240561	0.7229086777	0.6989381636
121	1.031895728	0.7372395833	0.707343922	0.7460659268	0.7259688319	0.7969782814	0.7044989775	0.7670230726	0.7359910789	0.757985258	0.7247902148	0.7031664327
122	1.030077957	0.7377025463	0.708490566	0.7472272803	0.7260179434	0.7973502771	0.7054925449	0.7683441102	0.7362698634	0.7585676963	0.7250497583	0.7017653492
123	1.027351636	0.7389467593	0.7103773585	0.7496286516	0.7270464602	0.7976753615	0.7075941289	0.7685822678	0.7365778831	0.7591397849	0.7252060244	0.7054227223
124	1.02252415	0.7403645833	0.711293117	0.7492985641	0.7272978195	0.7997839881	0.7093973442	0.770959135	0.7387362254	0.7611273679	0.7276082328	0.7054227223
125	1.016810473	0.7439814815	0.7151153665	0.7515650741	0.7334719335	0.8010266108	0.7121502491	0.7758377922	0.742913001	0.764172684	0.7318388195	0.7090739008
126	1.015317367	0.7443865741	0.7153858243	0.7524295833	0.7336655592	0.8027560119	0.7129700691	0.7759131293	0.7429847829	0.7643175188	0.7319631467	0.7087227414
127	1.013149319	0.7452546296	0.7163009404	0.7533366288	0.735734072	0.8024874949	0.7138469414	0.7757866516	0.7427374302	0.7669172932	0.7326059232	0.7103910266
128	1.008362226	0.7478009259	0.7183826986	0.7561779242	0.7378775284	0.8044919497	0.7138469414	0.7782332155	0.7476243712	0.7706197399	0.7356321839	0.713197575
129	1.002216781	0.7517650463	0.7238244514	0.7621383031	0.7401137783	0.8064996615	0.7193655666	0.7837799518	0.751396648	0.7746975034	0.7384265834	0.7158189454
130	0.9998763992	0.7524594907	0.7263619286	0.7622000979	0.7406483791	0.8070887446	0.7205335385	0.7838796651	0.7506297229	0.7756851937	0.7384265834	0.7176616915
131	0.9974105103	0.753443287	0.7289807421	0.7625407166	0.7407818131	0.8073071719	0.7214249103	0.7852272727	0.7518902268	0.7750229568	0.7410562181	0.7187548638
132	0.9924496496	0.7566261574	0.7343945069	0.7654924984	0.7452450368	0.8106348345	0.7224285897	0.7884642705	0.7531486146	0.7789666769	0.7433930094	0.7234571739
133	0.9901503234	0.7583622685	0.7347703843	0.7679036458	0.7468810646	0.8122792719	0.7243852459	0.7878787879	0.7569765811	0.7795419847	0.7485795455	0.7236024845
134	0.9875753928	0.7590856481	0.7360699235	0.76870527	0.7468810646	0.8131539611	0.7252240717	0.7879219484	0.7577709325	0.7806963958	0.7491115849	0.7246737104
135	0.985714176	0.7598090278	0.7359375	0.7696811971	0.7470881864	0.8124830393	0.7250863503	0.7911022387	0.7588523443	0.7805474843	0.7506039505	0.7261997205
136	0.9835014177	0.7601851852	0.7353308365	0.76978183	0.7483351831	0.8135869565	0.7250191669	0.7915657501	0.7597702759	0.7812404522	0.7499645038	0.7267071084
137	0.9799748589	0.7619502315	0.7343945069	0.7713821138	0.7504159734	0.8155207624	0.7273890239	0.7928774929	0.7619714366	0.7830736328	0.7521634274	0.7295910434
138	0.9767402607	0.7642650463	0.7374336559	0.7742355237	0.7517020981	0.8169205658	0.7294388932	0.7957234498	0.7635343619	0.7849839768	0.7560526688	0.7320930233
139	0.9755424723	0.7647569444	0.738499922	0.7754306142	0.7514595496	0.8175878029	0.7301627996	0.7973763012	0.764334782	0.7840805124	0.7565882686	0.7314728682
140	0.9724261815	0.7668113426	0.7417796478	0.7777597666	0.7550680367	0.8175878029	0.7314388121	0.7991452991	0.7663210983	0.7863038826	0.7601193012	0.7321622882
141	0.969693594	0.7683449074	0.7419154229	0.7790943029	0.7568922306	0.8191851751	0.7340507302	0.8007411631	0.7692738996	0.7873967574	0.7606232295	0.7337259764
142	0.9677598119	0.7694155093	0.7466874513	0.7799578401	0.7582846004	0.8195560398	0.7346415288	0.8012537398	0.7693817468	0.7873054623	0.7609866742	0.7357496902
143	0.9656624001	0.7704282407	0.7463801962	0.7831442464	0.7606301408	0.8196185286	0.7342226783	0.8023935033	0.7695755708	0.787776929	0.7629041407	0.7377378926
144	0.9644247694	0.7709780093	0.7463801962	0.7822567589	0.7610940553	0.8204988415	0.7354904982	0.8025042686	0.7718412565	0.7892568289	0.7629304237	0.7371517028
145	0.962887873	0.7712384259	0.7477042802	0.7838756678	0.7620641562	0.8209809264	0.7358005654	0.8023355169	0.7721856162	0.7885260909	0.7636724284	0.734788667
146	0.9583246639	0.7736400463	0.7494946354	0.7887096774	0.7633268211	0.8224069783	0.7368015414	0.8063229849	0.7753958246	0.7899724855	0.7643637395	0.7397302744
147	0.9561800635	0.7747685185	0.750661067	0.7891595419	0.7648946561	0.8222131259	0.7376670092	0.8067680933	0.7759562842	0.78998779	0.7659755751	0.7447270471
148	0.955206425	0.7750868056	0.7526446795	0.7893548387	0.7652149637	0.8224222586	0.7380310615	0.8048919226	0.776265956	0.7912591687	0.7667423383	0.7445753255
149	0.9543541632	0.7752893519	0.7536907537	0.7888548881	0.7666108319	0.8218916337	0.7384654929	0.8060933941	0.776265956	0.7912020773	0.7673098751	0.7428748451
150	0.9534718213	0.7762152778	0.7540422886	0.7889819588	0.7666341191	0.822871179	0.7399126189	0.8086622026	0.7771540836	0.7931613494	0.7673330498	0.7436453813
151	0.9518863911	0.7763888889	0.7539965854	0.789380531	0.7673412421	0.8232081911	0.7403697997	0.8088990302	0.7765927589	0.7926829268	0.767920511	0.7436733426
152	0.9485789981	0.7787037037	0.7555417765	0.7916934965	0.7711651299	0.8238023748	0.7418237784	0.8118840166	0.7806869369	0.7948757054	0.7698412698	0.7461669506
153	0.9464471143	0.7793113426	0.7565473423	0.794339926	0.7712728797	0.825249351	0.7418237784	0.8118133828	0.7805152752	0.7956104252	0.7698412698	0.7468197332
154	0.9440563281	0.7805266204	0.7566145753	0.7943970375	0.7735084533	0.8272179628	0.7426668375	0.8134094151	0.7808933352	0.7986607822	0.769470405	0.7493010252
155	0.9423824916	0.7810763889	0.7566145753	0.7938857603	0.7736533631	0.8290340285	0.7424028722	0.8161575792	0.780480945	0.7989651499	0.7699943279	0.7505039541
156	0.9401852679	0.7826099537	0.7578523905	0.7954289393	0.7753734469	0.8308621636	0.7442517662	0.817403709	0.781302639	0.80152207	0.7713271824	0.7516633143
157	0.934796654	0.7850115741	0.7631293571	0.7989715571	0.7764607447	0.8320746945	0.747841773	0.8173763933	0.7825231807	0.8040139881	0.7741752796	0.7547519703
158	0.9298348083	0.7887152778	0.7663985149	0.8035972378	0.7800251081	0.8328526301	0.7501607304	0.822212656	0.7873087182	0.8082524272	0.7786757408	0.7594740913
159	0.9279665138	0.7890335648	0.7688737624	0.8039090035	0.7824993011	0.8333790832	0.7492610204	0.8211521926	0.7862146259	0.808620428	0.7794828076	0.7587596899
160	0.9279117013	0.7888888889	0.7680173214	0.8041005927	0.7826086957	0.8336079077	0.7493254529	0.8209169054	0.7861044964	0.8087431694	0.7789623312	0.7582570941
161	0.9257723306	0.78984375	0.7686359418	0.80576	0.7821713008	0.8332417582	0.7500321295	0.8219610092	0.7897392767	0.8095238095	0.7800853485	0.7591444513
162	0.9225306099	0.791087963	0.7694684796	0.8064567684	0.7838214784	0.8347323517	0.7528292181	0.8219962767	0.7891785814	0.8093503339	0.7814946619	0.763337469
163	0.9214422301	0.7912905093	0.769682908	0.8074216251	0.7837611607	0.8349140893	0.7522510934	0.8232764799	0.7892892191	0.8097842601	0.7816320728	0.7628482972
