iter	MultiClass	Accuracy	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8	F1:class=9
18	1.505812039	0.475866659	0.4264759809	0.4392894462	0.4380487805	0.6003868472	0.5128779395	0.4454063413	0.5227400337	0.445203353	0.4728551766	0.4137931034
19	1.498435821	0.4769662596	0.4291512915	0.442251155	0.4396058874	0.6014960021	0.5152119701	0.4451647758	0.5222144359	0.446165763	0.4706780696	0.417598269
20	1.491605889	0.4804097459	0.4319058997	0.443747386	0.4421694089	0.6039642441	0.516983017	0.4513686033	0.5254857787	0.4525502318	0.4748288973	0.4214683181
21	1.483881499	0.4820012732	0.4323031641	0.4465251769	0.4430829555	0.6071983428	0.5173014688	0.4528342709	0.5274107394	0.4531442663	0.4800365742	0.4196863169
22	1.480349027	0.4848949592	0.4340487984	0.4514119601	0.4461632904	0.608988473	0.5203231821	0.455108023	0.5289814294	0.4576454251	0.4835766423	0.4232290543
23	1.473453418	0.487817582	0.4353840553	0.4541683949	0.4495492158	0.6140830405	0.5204938272	0.4594298246	0.5311713727	0.4608009896	0.4865276298	0.4267379679
24	1.46523557	0.4896116673	0.4344664606	0.4536846439	0.4506762626	0.614944025	0.5233275734	0.4603732162	0.5360767413	0.4609676921	0.4890320601	0.4321536546
25	1.457886846	0.4921870479	0.4380986806	0.4565217391	0.4503589998	0.6160073117	0.5262639931	0.4619126589	0.5410359672	0.46567718	0.4931129477	0.4337564813
26	1.446649672	0.4989293362	0.448685632	0.4648890698	0.4594493584	0.6208604954	0.5336947148	0.4678375657	0.5424436404	0.4746494067	0.4977155041	0.4417329797
27	1.440629497	0.5022281382	0.4506738544	0.4677484787	0.460920838	0.6243774574	0.5377195152	0.4705487873	0.5447998892	0.4819682152	0.4997715852	0.4477453581
28	1.438297607	0.5015915273	0.4491265982	0.467784286	0.4615577574	0.6227748691	0.5360850222	0.4696664428	0.5434181416	0.4794604537	0.5006093845	0.4496727401
29	1.432309676	0.5059320563	0.4522451889	0.4700201207	0.4686360779	0.6275690535	0.5382157778	0.4767612801	0.5452282158	0.4859898944	0.5039537713	0.4528637496
30	1.424657782	0.509896406	0.4563260985	0.4733893557	0.4703069955	0.6304916318	0.5415233415	0.4848761557	0.5502002486	0.4889025894	0.5070722433	0.4573451327
31	1.417764646	0.5125007234	0.4599253599	0.4772590663	0.4730910472	0.6322664925	0.5441877521	0.485428051	0.5517718715	0.4936825886	0.5119029568	0.4573342736
32	1.41376307	0.5146131142	0.4614839738	0.4799839872	0.4739252099	0.6322395084	0.5443425076	0.4892037016	0.5550964187	0.4964582692	0.5142944039	0.4617812062
33	1.40501624	0.5205741073	0.4706089405	0.4847518437	0.4846625767	0.6360664313	0.5502697401	0.4966103642	0.5575172414	0.4989207524	0.5213843131	0.4673875131
34	1.396554283	0.5264482898	0.4734822052	0.4941641939	0.4887468031	0.6432147563	0.551310311	0.5044751831	0.5648812811	0.5067077872	0.5317484201	0.4703030303
35	1.391104619	0.5298628393	0.4784422809	0.4984301413	0.4930172966	0.6426512968	0.552737964	0.509005848	0.5673328739	0.512988023	0.5331125828	0.4761575674
36	1.382349476	0.5355923375	0.4866655046	0.5024476209	0.5009594474	0.6467661692	0.5594800098	0.5136842105	0.5712317443	0.5211950571	0.5353383459	0.4838265657
37	1.377165808	0.5381387812	0.4917463076	0.5042016807	0.5050064185	0.6483228512	0.5622391358	0.5176167623	0.5745765046	0.5197687139	0.5372909447	0.4859492803
38	1.372860048	0.5399907402	0.4910034602	0.5101404056	0.5047594546	0.6507540984	0.5623316189	0.5236689883	0.5744944284	0.5219702893	0.5381610577	0.488380041
39	1.365740464	0.5445338272	0.4976720124	0.5147401086	0.5101697111	0.6521110088	0.5651748594	0.5273395801	0.5777045579	0.524718398	0.5451540195	0.4987285981
40	1.362169217	0.5465304705	0.4983696585	0.517574353	0.5114167099	0.655018392	0.5672664953	0.5304130461	0.5766483516	0.5312451057	0.5442524418	0.5016098966
41	1.36056404	0.5460674808	0.4938866885	0.5184899846	0.5128404669	0.6552176193	0.5666993624	0.5279562217	0.5773026316	0.5299654848	0.5437039266	0.5027118644
42	1.354520287	0.549105851	0.5001729505	0.5178365938	0.5180957323	0.6564384999	0.56873084	0.5332217973	0.5810958904	0.5336876661	0.5451807229	0.503628692
43	1.348907567	0.5514497367	0.5012937726	0.5194305502	0.5191434134	0.6561233826	0.5716037273	0.534769599	0.5857843137	0.5327292611	0.5526754585	0.5074424899
44	1.347075343	0.5522310319	0.5014627431	0.5205108359	0.52042007	0.6570718304	0.5728705071	0.535718545	0.5871934605	0.5348328647	0.5501971489	0.5087601078
45	1.34436718	0.5542566121	0.5059125964	0.5239567233	0.5206654536	0.659688604	0.5725865881	0.5392156863	0.5866302865	0.5383171723	0.5502196637	0.5137274718
46	1.338954666	0.5585392673	0.5090412828	0.529332564	0.5264116576	0.6613389231	0.5773297271	0.5435909803	0.5893416928	0.5409964079	0.5550007565	0.5224832215
47	1.338008405	0.5591180045	0.5079473594	0.5296381832	0.5270814391	0.6620364303	0.5780019685	0.5420583273	0.5908842795	0.5426162972	0.5571342201	0.5235619655
48	1.332402371	0.5628219226	0.5107692308	0.5362012675	0.5309780491	0.666053116	0.5771119843	0.5488439656	0.5949194209	0.5472049689	0.5630099728	0.5237058134
49	1.329603425	0.5654551768	0.5109289617	0.5400843882	0.5352772715	0.6676315789	0.5799557848	0.5513973269	0.5981716469	0.5510615218	0.564396799	0.5261399699
50	1.324481565	0.5682620522	0.5159747138	0.5437523882	0.5391939481	0.6729144667	0.5822320117	0.5524484064	0.5991814461	0.5542280838	0.567132762	0.5267544591
51	1.317728968	0.5722842757	0.5194496348	0.549534132	0.5410158813	0.6743940991	0.583986288	0.5618696187	0.6044226044	0.5583772066	0.5707838122	0.5303482587
52	1.310672984	0.57593032	0.5210766887	0.5567322239	0.5432874918	0.6788070731	0.5874263261	0.569305091	0.6026949775	0.562587467	0.5724996251	0.5373924553
53	1.306581077	0.5788818797	0.5220488467	0.5600753296	0.5471028774	0.6804640127	0.5899262899	0.5712866369	0.6074639063	0.5662313433	0.5758347058	0.5408701384
54	1.30160498	0.5815440708	0.528340081	0.5618779343	0.5486888918	0.6833135157	0.5926289926	0.573490977	0.6099155543	0.5692475463	0.5762509335	0.5452749424
55	1.296375301	0.5854505469	0.531402593	0.5666853199	0.5556582596	0.6866657856	0.5946012572	0.5798698047	0.6115431846	0.5770308123	0.5770032767	0.5479855879
56	1.292571347	0.588315296	0.5338497811	0.5716942533	0.5583662714	0.6887890005	0.5978287688	0.5822657624	0.6145038168	0.5779645191	0.5819696519	0.5502871206
57	1.28728843	0.591006424	0.5383966245	0.5759259259	0.5606120565	0.6896004234	0.5985455442	0.5857286939	0.6147150823	0.5823730925	0.5851269111	0.55488105
58	1.283753566	0.5915562243	0.5391627279	0.5773996671	0.559957739	0.691188145	0.6020974707	0.5862722791	0.6154263987	0.5836829837	0.5812983919	0.5545395167
59	1.279965238	0.5939869205	0.5437288136	0.5761150018	0.5626571391	0.6937367304	0.6037549407	0.5875078864	0.6180979514	0.5845485572	0.5881129272	0.5570239843
60	1.273325312	0.598645755	0.5454237862	0.5811306902	0.5681036763	0.6965160948	0.6052015284	0.5940996948	0.6214120528	0.5910503418	0.5937315198	0.5658711997
61	1.266836989	0.6030441576	0.553784192	0.5858031467	0.5748344371	0.7001324503	0.6075009283	0.5991088479	0.6232811436	0.5970707385	0.5972797161	0.569004894
62	1.263084937	0.6041726952	0.5550705171	0.5892465252	0.5768058317	0.7001852342	0.6088249876	0.598654993	0.6234542737	0.5987519501	0.5977181805	0.5710552107
63	1.261185918	0.6056195382	0.5550351288	0.5889234144	0.5785430464	0.7017312013	0.6096230159	0.6009914834	0.6255602336	0.6009375	0.5997330565	0.5725503026
64	1.256741726	0.6083974767	0.5608412619	0.595146871	0.5802682247	0.7029100529	0.6102030708	0.606672632	0.6279353875	0.6028335669	0.6014213799	0.5744680851
65	1.254084377	0.6102494357	0.5648194375	0.5954421149	0.5816542948	0.706615405	0.6121588089	0.6083951881	0.6297502714	0.6059190031	0.6016911437	0.5750163079
66	1.246221716	0.6152844493	0.5698602794	0.6021075581	0.589081225	0.7114236434	0.6142359383	0.6123076923	0.6320217096	0.6112667289	0.6055481383	0.5857605178
67	1.24231985	0.617425777	0.5738985869	0.6033418089	0.5908788725	0.7119500199	0.6156331552	0.6142379851	0.6367214005	0.6119472459	0.6081402258	0.5887305699
68	1.231425505	0.6254123503	0.5800232674	0.6127751714	0.5991730025	0.7185421655	0.6214027657	0.6246122027	0.6421568627	0.6267038414	0.6127985845	0.5983540423
69	1.227207418	0.6281324151	0.5853009644	0.616243472	0.6047688824	0.7187873953	0.6247818499	0.6293561342	0.6407846342	0.6286422815	0.6140919811	0.601321941
70	1.225989628	0.6284217837	0.5866932139	0.6151079137	0.6039194774	0.7185293726	0.6260891212	0.6296777547	0.6402721088	0.6289522629	0.6152257303	0.6028014812
71	1.223582605	0.6297818161	0.5831125828	0.619269341	0.6055734191	0.7205960617	0.6273678963	0.6297497082	0.6440261866	0.6297674419	0.6191247974	0.6018041237
72	1.220771733	0.630823543	0.5871680686	0.623015165	0.6068318821	0.7206175962	0.6270364383	0.6328521264	0.6435684081	0.6314481044	0.6178334562	0.6014867485
73	1.218926652	0.6325597546	0.5888190539	0.6256665482	0.6074352436	0.7237157306	0.6279301746	0.6343050495	0.6448355847	0.6346451813	0.6189213086	0.6032871415
74	1.214429113	0.6355402512	0.5929101401	0.630307337	0.6113197425	0.7242391885	0.6295049258	0.6378815549	0.6494606036	0.6352795416	0.6238964097	0.6055045872
75	1.210555226	0.6369292204	0.5947377131	0.630307337	0.6136699342	0.7251368309	0.6319990024	0.6377338877	0.6528100643	0.6356469315	0.6260843994	0.6053479381
76	1.207320905	0.6383181897	0.5956744263	0.6332444444	0.6150121065	0.7269574496	0.6326963907	0.6393741851	0.6514613494	0.6373626374	0.6272954312	0.6090442591
77	1.201133904	0.6418484866	0.5971970322	0.6378761062	0.6191182419	0.7320734486	0.634778276	0.6436572024	0.6521857923	0.645401053	0.6278659612	0.6142742582
78	1.196982709	0.6443659934	0.5975951244	0.6376863023	0.623078997	0.7336454849	0.6375981064	0.6488749346	0.6540880503	0.6492502705	0.6293419317	0.6174066357
79	1.194477492	0.6448000463	0.6000990262	0.6378359139	0.6245453321	0.7331550802	0.6398405382	0.6483660131	0.6518538713	0.6466049383	0.6305909957	0.6199582195
80	1.190967755	0.6474043637	0.5997031173	0.641703638	0.6272604588	0.7359700695	0.6405587428	0.6500915991	0.6571155683	0.6506024096	0.6340749415	0.6219296837
81	1.18595573	0.6501823022	0.6022821234	0.6444877013	0.6319772942	0.7380952381	0.6421697288	0.6541028661	0.6562884064	0.6546072975	0.6355386417	0.6279069767
82	1.183407049	0.6509925343	0.6050198151	0.6457082303	0.632247601	0.7383791025	0.6429463171	0.6561026716	0.656356918	0.6546128883	0.6357654628	0.6289268059
83	1.180268623	0.6536257885	0.6072313026	0.6496388938	0.6355495251	0.7390838468	0.6452980793	0.6592398427	0.6597288785	0.6558641975	0.6395790704	0.631276901
84	1.175558702	0.6567799062	0.6136588585	0.6526315789	0.6398253037	0.7414947763	0.6464495195	0.6608901142	0.6631882466	0.6606977462	0.6436379537	0.6324298621
85	1.169606684	0.6601655188	0.6183733948	0.6555885954	0.6428571429	0.7427269071	0.6491622906	0.6662272607	0.6653872515	0.6658434944	0.6449635036	0.6384055679
86	1.167506286	0.6610625615	0.6159934048	0.6581659389	0.6450996451	0.7426657736	0.6496687914	0.6681626188	0.6660279223	0.6670788253	0.6450671337	0.6404423381
87	1.164206942	0.6625094045	0.6167546174	0.6601569311	0.6463464417	0.743500402	0.6512557791	0.6660516605	0.6706043956	0.6669758813	0.650051013	0.6412940057
88	1.15875341	0.6656635222	0.6227250369	0.6646873908	0.6473705667	0.7465203426	0.6558897243	0.6706302021	0.671150151	0.6701748955	0.649956281	0.6461440812
89	1.157817274	0.6658371434	0.623687664	0.6641101621	0.6476423427	0.7472527473	0.6554874234	0.6702788423	0.6717871348	0.6699690402	0.650714911	0.646134307
90	1.152403564	0.6701776723	0.6271685761	0.6691010259	0.6548527808	0.7498995311	0.6599874765	0.6747083775	0.6764423736	0.6746277916	0.6532281624	0.6504578465
91	1.150682663	0.6707564095	0.6269633508	0.6704881014	0.6538618717	0.7516111708	0.6609914872	0.6732095491	0.6769820622	0.6763794172	0.6536100555	0.6527711985
92	1.149686398	0.671277273	0.6266164675	0.6708289976	0.6550170648	0.7523182368	0.661409438	0.6750696564	0.6776315789	0.6764705882	0.6526622903	0.653834017
93	1.148132413	0.6717402627	0.6269438533	0.6726768377	0.6575567095	0.7524193548	0.6611652913	0.6761310866	0.6759677199	0.6759733209	0.6536157779	0.6542645436
94	1.142046842	0.6766884658	0.6323697534	0.6777259374	0.6592896175	0.7546458389	0.663	0.683642181	0.6856986001	0.680706101	0.661719773	0.6581520025
95	1.139633254	0.6779038139	0.6350293542	0.6785037063	0.6610262009	0.7566693614	0.6644983738	0.6837606838	0.6879120879	0.680099194	0.6627856207	0.6587901701
96	1.138707648	0.6779906245	0.6373268134	0.6773471146	0.6608410705	0.7553463349	0.6639128802	0.6848728246	0.6870103093	0.6826774094	0.6624963631	0.658379229
97	1.133058935	0.6820707217	0.6421808684	0.6841924399	0.6667575675	0.7610309	0.6661642803	0.690660958	0.6872416644	0.6840148699	0.665312636	0.6643685365
98	1.127177482	0.685716766	0.644687449	0.6883339035	0.6704918033	0.7606354335	0.6691785983	0.6942281879	0.6931238804	0.692915827	0.6696687972	0.665310593
99	1.124554381	0.6864401875	0.6466655797	0.6863885089	0.6724161533	0.7613024758	0.6686769695	0.6961429915	0.6930174907	0.693213511	0.6713124274	0.6664581704
100	1.12229012	0.6868163667	0.6484641638	0.6892307692	0.6711335977	0.7616866496	0.6681738257	0.6965174129	0.6926478718	0.6946293143	0.6713043478	0.6666666667
101	1.119857092	0.6889576943	0.6518832545	0.6916908377	0.6708739196	0.7624175528	0.6698492462	0.6999597261	0.6967099806	0.6931975937	0.6728538283	0.6725164525
102	1.114764602	0.6926905492	0.6520182292	0.6959931799	0.6781151257	0.7665947113	0.6720241085	0.7057557827	0.699751175	0.6987021014	0.67833888	0.671667448
103	1.107972553	0.6963655304	0.6604878049	0.7011220673	0.6797079488	0.7683798732	0.6754518072	0.7100783572	0.703693495	0.7026860142	0.6820156386	0.6729147142
104	1.105380253	0.6978413103	0.6598340654	0.7059620596	0.6804888096	0.7703943814	0.6749654219	0.7102526003	0.705444521	0.7044997681	0.6839363242	0.6763693271
105	1.10260545	0.6987672898	0.6615784346	0.7056233062	0.681693238	0.7701025364	0.6768070396	0.7123510293	0.7057363486	0.7055366533	0.6850860697	0.6766729206
106	1.100788842	0.6999247642	0.6628720117	0.7058624195	0.6820682068	0.7716407833	0.6779746199	0.7128739678	0.708787419	0.705609643	0.6880694143	0.676759794
107	1.099848538	0.7002430696	0.6623292128	0.7077131258	0.6822301566	0.7724324324	0.6791645697	0.7126032219	0.7088048579	0.7054275553	0.6887283237	0.676241024
108	1.096496324	0.7023265235	0.6660187885	0.7107884518	0.684137931	0.7736436206	0.6809421842	0.7152533189	0.7116259826	0.7073697194	0.6876807403	0.6795752655
109	1.092710161	0.7035708085	0.6689331391	0.7126475548	0.6860689655	0.7753887762	0.6810279667	0.7171594438	0.7123930444	0.7090487239	0.687698987	0.6792747734
110	1.091398337	0.7041495457	0.6689331391	0.7126243047	0.685958385	0.776276682	0.6827177613	0.7181707482	0.7125897294	0.7088098918	0.6886288109	0.680338134
111	1.089084919	0.7055095781	0.6715186803	0.7153677832	0.6874307863	0.7753945771	0.6833270226	0.7207669457	0.7128849606	0.708410637	0.6913401764	0.6825
112	1.086241459	0.7071011054	0.6722770675	0.714982344	0.6888735314	0.7761274642	0.6848416004	0.7217191512	0.7148383531	0.713799505	0.6918075423	0.6858213616
113	1.084221217	0.7084611378	0.6728036176	0.7167785235	0.6906077348	0.7779578606	0.6858368016	0.7243902439	0.7175445873	0.7122057001	0.6935181175	0.686786552
114	1.082644962	0.7096764859	0.6731328807	0.719195306	0.6935394809	0.7791751183	0.6865935175	0.7262388302	0.7167310878	0.7144186047	0.6949103528	0.6867676925
115	1.080648767	0.7108050234	0.6768982229	0.7218221403	0.6931158419	0.7803163445	0.6889252866	0.7254026255	0.7173042397	0.7132867133	0.6967592593	0.6886115445
116	1.076915587	0.7125701719	0.6786117837	0.7234683629	0.6955199115	0.7814104296	0.6897681452	0.7262615301	0.7192594639	0.7168815033	0.6996680618	0.6894827317
117	1.074071301	0.7144221309	0.6795615732	0.7253556485	0.6967474048	0.7817396002	0.691336196	0.7274704363	0.723775256	0.7176069436	0.7017594462	0.6936614235
118	1.070808998	0.7156085422	0.6814216478	0.7252710592	0.6987586207	0.7833851982	0.6928616551	0.7308689128	0.7235042145	0.7194177764	0.7022350397	0.6928593701
119	1.069882163	0.7164477111	0.6826115061	0.7250876314	0.6993238581	0.7843508867	0.693764201	0.7321672588	0.7247097844	0.7196782178	0.7036609974	0.693540856
120	1.067492917	0.7171421957	0.6818035427	0.7249039586	0.6998479193	0.7861209	0.6949280848	0.7317406143	0.7249655172	0.7221792292	0.7038267148	0.6955302912
121	1.064244709	0.7193992708	0.6879922842	0.7284856571	0.703749827	0.7864195861	0.6958938724	0.7355032823	0.7254143646	0.7221792292	0.7047949162	0.6986152171
122	1.059702493	0.7229006308	0.6923323709	0.7318454364	0.7080504365	0.7891745602	0.6974981046	0.7390350877	0.7287830541	0.7280878034	0.7074613941	0.702484472
123	1.057582969	0.7231031888	0.691975012	0.7299051423	0.7093637121	0.7907291949	0.6972569839	0.7409134549	0.7294832827	0.7262897745	0.70725725	0.7030886233
124	1.051702899	0.7275015915	0.6989763276	0.7369294606	0.7143055363	0.7935475125	0.702606935	0.7437268614	0.7315045719	0.7299428041	0.7107843137	0.70871524
125	1.050757698	0.7273858441	0.6984025559	0.736037234	0.7151565531	0.7928978043	0.7025796662	0.7424263194	0.7319573348	0.7296376587	0.712245781	0.7084434769
126	1.049017552	0.7286011922	0.7007322509	0.7353528628	0.7174154187	0.7944203684	0.7041577152	0.7441031267	0.7331581132	0.7317300233	0.7107581227	0.7099284158
127	1.045967867	0.7299612246	0.7037096004	0.7376311844	0.7183469699	0.7943646708	0.7054214584	0.7448993564	0.7345414303	0.7329615861	0.7133978899	0.7103910266
128	1.043245036	0.7314659413	0.7047043865	0.7396213882	0.7178918169	0.7964745763	0.7055843991	0.7480142427	0.736113035	0.7331060136	0.7166161397	0.7127725857
129	1.041190448	0.7319578679	0.7052262588	0.739253112	0.7197443379	0.7958796422	0.7043071871	0.7497252747	0.7359247475	0.7343532684	0.7180228357	0.7135740971
130	1.038534618	0.7338387638	0.7068170984	0.7414876033	0.7233569543	0.7968516759	0.7061647297	0.7512396694	0.7379930796	0.7357673267	0.7200925792	0.7151967647
131	1.037319074	0.7342438799	0.7068910765	0.7406425969	0.7228480045	0.797068006	0.7068181818	0.752417795	0.7388958074	0.7366795367	0.7213872832	0.7153058057
132	1.033083373	0.7368771341	0.7100966873	0.7437551696	0.7261341497	0.7986440678	0.7108860759	0.7554880574	0.7389502762	0.7390564578	0.7231884058	0.7190454052
133	1.027691229	0.7395103883	0.7137416693	0.7449620086	0.7293233083	0.8003259984	0.7113480579	0.7607582676	0.7419399474	0.7418708584	0.727377688	0.7200742345
134	1.026849606	0.7398286938	0.7141497462	0.7476080501	0.728386468	0.800435019	0.7118170267	0.7588210876	0.7417255228	0.7422489588	0.7283470241	0.7219904188
135	1.021925925	0.7423751375	0.7177139249	0.7525111148	0.7322724735	0.8034304383	0.7136317396	0.7603099917	0.7424934274	0.7441072254	0.7306081179	0.7244897959
136	1.018224957	0.7446611494	0.7177546515	0.7550082102	0.7356353977	0.8044069641	0.7162849873	0.7630522088	0.7458096689	0.7456790123	0.7344877345	0.7259236358
137	1.015486791	0.7464262978	0.7216884549	0.7561535937	0.7379454927	0.8059335874	0.7172167707	0.7644937587	0.7477102415	0.7483433503	0.7358110055	0.7266831377
138	1.011064347	0.7490884889	0.7257582901	0.7569694982	0.7411451771	0.8083253979	0.7180729034	0.7677777778	0.7498959634	0.7506553585	0.7383729302	0.7319332922
139	1.010598366	0.7488859309	0.7247288162	0.7584849975	0.7405435696	0.8082676095	0.7182559918	0.7673060884	0.7490989742	0.7506553585	0.7388424993	0.7307514272
140	1.00865544	0.750506395	0.7265858649	0.7609515997	0.7429050748	0.8085916259	0.7197956577	0.7704280156	0.7499653692	0.7513863216	0.7397694524	0.732798519
141	1.007052469	0.7513166271	0.7282745592	0.7612184736	0.7414975507	0.8080533261	0.7203065134	0.7706422018	0.7509345147	0.7530426745	0.7422235023	0.7354938272
142	1.004566929	0.7518664275	0.7297936033	0.7632138766	0.7422017065	0.8079434168	0.7208381244	0.7704712915	0.7520110957	0.7541185527	0.7417313776	0.735103427
143	1.002652388	0.7534868916	0.731023622	0.7649950836	0.7467787115	0.8094136852	0.7221514147	0.7715637173	0.7522172949	0.7545426548	0.7440587642	0.7369719396
144	0.9989861308	0.7549626715	0.7331553322	0.7650040883	0.7460050463	0.8101334786	0.724929829	0.7756070332	0.7548163548	0.7562999385	0.7446410588	0.737654321
145	0.9952254836	0.7568725042	0.7354330709	0.7695318871	0.748669095	0.8123127213	0.7253027406	0.778803132	0.756209241	0.7591824189	0.7455485353	0.7367283951
146	0.9903792208	0.7593321373	0.7394377258	0.7726089785	0.7524919276	0.8162819287	0.72769054	0.7793151642	0.756779192	0.7601351351	0.7474427316	0.7404438964
147	0.9882570969	0.7607789803	0.7408335945	0.7741096113	0.7543145784	0.8168283021	0.7292197858	0.781232493	0.7572654304	0.7637202152	0.7486291486	0.741219963
148	0.9854633826	0.7612709069	0.7394167451	0.7741306467	0.754383504	0.8166894665	0.7308673469	0.7808564232	0.7587925782	0.7648324623	0.7492072643	0.7429539504
149	0.9821202377	0.7634411714	0.7412280702	0.7756827048	0.7551134772	0.8184682833	0.7328907048	0.7847923681	0.761944329	0.7675775253	0.75089941	0.7453454378
150	0.9784053472	0.7649748249	0.7449506811	0.7793640493	0.7572651972	0.8194520548	0.7330003842	0.7870461237	0.7611380985	0.7686178363	0.7518321598	0.7471582181
151	0.9773758356	0.7655246253	0.7451840251	0.7805352798	0.7595114418	0.8187790857	0.7338461538	0.7879977566	0.7623281011	0.7692543255	0.7505747126	0.7471987721
152	0.9720475826	0.7694311013	0.7514505253	0.7859569649	0.7635800732	0.8225298068	0.7371391918	0.7909129154	0.7658570437	0.7731375249	0.7533400374	0.7508427827
153	0.9707975995	0.7698940911	0.7526645768	0.7856101118	0.7629243555	0.8231907895	0.7374903772	0.7910175439	0.7672676838	0.773798592	0.7551986233	0.7502295684
154	0.9692719898	0.7702413334	0.7524659465	0.784904438	0.7643993804	0.8219665845	0.7385838892	0.7927017544	0.7675645654	0.7741540346	0.7547711293	0.7511104304
155	0.9652687743	0.7717171133	0.7541497025	0.7866407263	0.7662447257	0.8224989736	0.7378690629	0.7924845766	0.7676348548	0.7761422876	0.7595628415	0.7546417063
156	0.9593005056	0.7745818624	0.7571361722	0.7917071591	0.76881872	0.8254620123	0.7422918808	0.7967388249	0.7688476968	0.7797181373	0.7604945371	0.7554056126
157	0.9562242843	0.7759418948	0.7579012922	0.7917746114	0.7716092762	0.827141878	0.7443715425	0.7972953937	0.7708708293	0.7789699571	0.7610008628	0.7591062137
158	0.9541246832	0.7772729903	0.7577833126	0.7930142303	0.7730666291	0.8281998631	0.7443657437	0.8008462623	0.7727272727	0.7805402087	0.7619730427	0.7608130827
159	0.9504495824	0.7797326234	0.760703721	0.7960664195	0.77507385	0.8304991772	0.7460992908	0.8016365688	0.7761607762	0.7833563642	0.7655846021	0.7629652227
160	0.9476109986	0.7810926558	0.7633754484	0.7969077146	0.7752287122	0.8313219967	0.7470345539	0.8020892151	0.7785476718	0.7845540913	0.7675287356	0.7652890041
161	0.9468098447	0.7817292667	0.7633921599	0.7981311423	0.7756193694	0.8313005345	0.7484220018	0.8028228652	0.7793179928	0.7852760736	0.7681034483	0.7658083194
162	0.9413992324	0.7838995312	0.7658711589	0.8027670528	0.7776838546	0.8322129236	0.7510635555	0.8062146893	0.7791632031	0.7880835381	0.7684134961	0.7689497717
163	0.9373578788	0.7862723537	0.7684882454	0.8040573177	0.7822648969	0.8335388409	0.7526465272	0.8066846056	0.7826690737	0.7903990216	0.7702237522	0.7732522796
